	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3
TRAM1	1944	3122	9286
LACTB2	406	329	568
XKR9	10	6	30
EYA1	131	94	119
MSC	3	7	5
TRPA1	2	0	3
LOC392232	0	0	0
KCNB2	28	19	19
TERF1	231	218	424
SBSPON	0	0	0
RPL7	7782	6218	11037
RDH10	443	382	728
STAU2-AS1	4	5	2
STAU2	553	450	891
UBE2W	162	186	326
TMEM70	31	37	108
LY96	4	1	10
JPH1	172	205	293
GDAP1	132	125	208
MIR5681A	0	0	0
MIR5681B	0	0	0
MIR2052	0	0	0
PI15	0	0	0
CRISPLD1	43	53	65
HNF4G	4	5	10
ZFHX4-AS1	0	0	0
ZFHX4	54	60	107
PEX2	326	316	653
PKIA	33	35	56
ZC2HC1A	127	118	213
IL7	0	1	0
STMN2	0	0	0
HEY1	23	28	60
MRPS28	170	163	227
TPD52	299	360	743
MIR5708	0	0	0
ZBTB10	82	64	192
ZNF704	257	252	422
PAG1	71	44	98
FABP5	1498	1370	2404
PMP2	0	0	0
FABP9	0	0	0
FABP4	2	0	0
FABP12	0	0	0
IMPA1	176	139	328
SLC10A5	0	5	6
ZFAND1	179	244	403
CHMP4C	455	285	600
SNX16	46	51	131
RALYL	0	0	0
LRRCC1	19	27	93
E2F5	16	29	56
C8orf59	239	212	549
CA13	32	30	71
CA1	0	1	1
CA3	2	1	1
CA2	256	241	435
REXO1L2P	0	0	0
PSKH2	0	0	0
ATP6V0D2	13	17	10
SLC7A13	0	0	0
WWP1	569	496	945
RMDN1	481	487	827
CPNE3	1177	1043	2274
CNGB3	0	0	0
CNBD1	0	0	0
DCAF4L2	0	0	0
MMP16	0	0	0
RIPK2	115	132	213
OSGIN2	171	192	463
NBN	264	275	657
DECR1	917	743	1485
CALB1	2	0	5
LINC00534	0	0	0
TMEM64	145	154	336
NECAB1	0	0	0
OTUD6B	245	221	393
LRRC69	3	5	12
MIR4661	0	0	0
SLC26A7	1	6	13
RUNX1T1	1	0	0
FLJ46284	0	0	0
TRIQK	227	199	452
C8orf87	0	0	0
LINC00535	0	1	0
RBM12B	265	230	468
RBM12B-AS1	1	0	0
TMEM67	93	91	124
MIR378D2	0	0	1
PDP1	1069	933	1492
CDH17	0	0	0
GEM	14	16	32
RAD54B	38	50	87
FSBP	0	0	0
LOC100288748	1	6	7
ESRP1	1877	1676	3123
DPY19L4	150	166	313
INTS8	1054	989	1576
CCNE2	18	16	37
TP53INP1	716	730	1495
NDUFAF6	58	72	72
MIR3150B	0	0	0
MIR3150A	0	0	0
PLEKHF2	190	193	513
C8orf37	64	54	98
LOC100500773	0	0	0
GDF6	2	1	1
UQCRB	8062	6934	11777
PTDSS1	1366	1282	1933
SDC2	59	49	84
CPQ	107	87	111
TSPYL5	63	75	115
MTDH	2198	2135	3602
LAPTM4B	528	500	788
MATN2	77	69	97
RPL30	8520	6976	10663
SNORA72	0	0	0
POP1	282	215	369
NIPAL2	224	251	363
KCNS2	0	1	0
STK3	409	414	980
OSR2	23	25	19
VPS13B	654	609	995
MIR599	0	0	0
MIR875	0	0	0
COX6C	1139	797	1427
RGS22	0	0	0
FBXO43	2	3	1
POLR2K	334	342	637
SPAG1	177	182	286
RNF19A	827	683	1093
MIR4471	0	0	0
ANKRD46	50	76	100
SNX31	3	0	0
PABPC1	20365	17066	29850
YWHAZ	13148	12802	22796
FLJ42969	0	2	1
ZNF706	552	664	981
GRHL2	758	665	1246
NCALD	29	22	34
MIR5680	0	0	0
RRM2B	383	408	824
UBR5	2943	2633	4609
ODF1	0	0	0
KLF10	1932	1741	2431
AZIN1	832	1049	1856
ATP6V1C1	507	472	1030
BAALC	0	3	2
MIR3151	0	0	0
FZD6	1157	1156	1910
CTHRC1	9	7	3
SLC25A32	188	139	259
DCAF13	476	401	811
RIMS2	99	100	141
DCSTAMP	0	0	0
DPYS	0	1	0
LRP12	349	450	705
ZFPM2	0	0	0
OXR1	410	416	645
ABRA	0	0	0
ANGPT1	4	1	6
RSPO2	0	0	0
EIF3E	5270	4720	9088
EMC2	518	448	940
TMEM74	0	1	0
TRHR	0	0	0
NUDCD1	273	330	663
ENY2	449	306	593
PKHD1L1	0	0	0
EBAG9	271	303	507
SYBU	69	82	125
KCNV1	0	0	0
CSMD3	76	80	115
MIR2053	0	0	0
TRPS1	344	296	503
LINC00536	2	0	6
EIF3H	3167	2951	4918
UTP23	120	153	339
RAD21	1116	1012	1995
RAD21-AS1	6	4	3
MIR3610	0	0	0
AARD	0	0	0
SLC30A8	1	0	1
MED30	59	74	100
EXT1	757	739	1205
SAMD12	214	242	442
SAMD12-AS1	2	4	2
TNFRSF11B	1	4	1
COLEC10	8	8	19
MAL2	807	857	2251
NOV	2	0	17
ENPP2	0	0	0
TAF2	469	456	860
DSCC1	18	23	19
DEPTOR	19	24	30
COL14A1	0	1	0
MRPL13	411	410	812
MTBP	21	25	56
SNTB1	54	33	44
HAS2	86	70	100
HAS2-AS1	2	7	10
ZHX2	295	241	430
DERL1	574	659	1115
FAM83A	5575	5148	8132
MIR4663	0	1	0
C8orf76	3	4	18
ZHX1	671	596	952
ATAD2	251	241	476
WDYHV1	39	47	85
FBXO32	3283	3530	5149
KLHL38	8	4	17
ANXA13	3	1	2
FAM91A1	452	499	1031
FER1L6	122	81	131
FER1L6-AS1	0	0	0
TMEM65	132	114	218
TRMT12	107	71	157
RNF139	71	84	341
TATDN1	147	179	478
NDUFB9	1308	1176	1694
MTSS1	1370	1322	2097
ZNF572	11	7	14
SQLE	1287	1290	2372
NSMCE2	315	273	466
TRIB1	171	160	250
FAM84B	918	1077	1911
PCAT1	4	0	3
POU5F1B	1	3	3
MYC	3095	2995	4349
MIR1204	4	6	4
PVT1	161	134	234
MIR1205	0	0	0
MIR1206	0	0	4
MIR1207	0	1	0
MIR1208	0	0	0
GSDMC	94	88	174
FAM49B	832	745	1390
MIR5194	0	0	0
ASAP1	1086	1001	1756
ASAP1-IT1	0	0	0
ADCY8	0	0	0
EFR3A	1443	1136	2163
OC90	0	0	0
HHLA1	0	0	0
KCNQ3	9	16	19
HPYR1	0	0	0
LRRC6	50	50	77
TMEM71	0	0	3
PHF20L1	806	726	1371
TG	27	21	45
SLA	0	0	0
WISP1	1	0	0
NDRG1	22274	21025	36432
ST3GAL1	774	778	1288
ZFAT	163	161	218
ZFAT-AS1	0	0	0
MIR30B	0	0	0
MIR30D	0	0	0
KHDRBS3	42	46	76
FAM135B	0	0	0
COL22A1	372	342	519
KCNK9	0	0	0
TRAPPC9	171	146	268
CHRAC1	208	165	302
AGO2	221	200	351
PTK2	2362	2141	3452
DENND3	219	248	355
SLC45A4	57	64	74
GPR20	0	1	1
PTP4A3	12	14	11
MROH5	0	0	0
MIR4472-1	0	0	0
LINC00051	0	0	0
TSNARE1	25	28	47
ARC	0	3	0
JRK	150	137	208
PSCA	412	337	572
LY6K	18	22	39
THEM6	54	34	63
SLURP1	0	1	0
LYPD2	1	0	0
LYNX1	29	23	39
LY6D	245	281	381
GML	0	0	0
CYP11B1	0	0	0
CYP11B2	0	0	0
LY6E	1034	1023	1259
C8orf31	0	0	0
LY6H	0	0	0
GPIHBP1	0	0	0
ZFP41	90	78	137
GLI4	46	59	72
ZNF696	56	32	56
TOP1MT	277	230	380
RHPN1-AS1	4	0	0
RHPN1	36	58	37
MAFA	1	0	2
ZC3H3	84	97	144
GSDMD	22	22	34
MROH6	70	103	144
EEF1D	2879	2828	4228
TIGD5	32	21	50
TSTA3	557	524	723
ZNF623	249	213	366
ZNF707	90	91	139
BREA2	3	5	5
CCDC166	0	0	1
MAPK15	20	28	27
FAM83H	1501	1701	2438
MIR4664	0	0	2
SCRIB	575	687	947
MIR937	0	0	0
PUF60	708	732	1145
NRBP2	1164	1178	1593
EPPK1	986	1155	1894
PLEC	8854	9567	12669
MIR661	0	0	0
PARP10	118	156	167
GRINA	1865	1858	2456
SPATC1	0	0	0
OPLAH	30	33	27
EXOSC4	111	111	185
GPAA1	299	303	403
CYC1	485	425	688
SHARPIN	322	307	448
MAF1	689	670	1150
MROH1	166	220	301
BOP1	104	95	110
HSF1	371	420	615
DGAT1	307	332	417
SCRT1	0	0	0
TMEM249	8	1	10
FBXL6	109	114	144
SLC52A2	246	274	287
ADCK5	68	69	85
CPSF1	334	362	503
MIR939	0	0	0
MIR1234	0	0	0
SLC39A4	125	104	143
VPS28	281	299	359
TONSL	40	56	69
CYHR1	233	271	346
KIFC2	471	609	728
FOXH1	2	17	11
PPP1R16A	109	171	120
GPT	0	2	1
MFSD3	150	169	212
RECQL4	34	29	39
LRRC14	209	188	237
LRRC24	1	2	0
C8orf82	60	85	96
ARHGAP39	49	57	98
ZNF251	163	169	273
ZNF34	40	42	52
RPL8	10044	10171	14763
ZNF517	18	19	7
ZNF7	351	261	440
COMMD5	149	156	257
ZNF250	161	146	189
ZNF16	65	58	94
ZNF252P	193	201	349
TMED10P1	0	1	0
ZNF252P-AS1	1	1	3
C8orf33	434	419	763
DDX11L5	1	0	0
FAM138C	0	0	0
FOXD4	6	5	9
CBWD1	1035	838	1402
C9orf66	2	2	3
DOCK8	92	86	143
KANK1	1332	1075	1790
DMRT1	0	1	0
DMRT3	0	0	0
DMRT2	6	5	6
SMARCA2	1028	827	1492
VLDLR	489	430	685
KCNV2	0	0	0
RFX3	45	51	69
GLIS3	24	44	43
GLIS3-AS1	1	0	0
SLC1A1	116	88	205
SPATA6L	9	7	9
CDC37L1	213	251	682
AK3	861	845	1604
RCL1	224	198	326
MIR101-2	0	0	0
JAK2	151	189	369
INSL6	0	0	0
INSL4	2	0	0
RLN2	2	0	10
RLN1	1	2	3
PLGRKT	130	104	203
CD274	202	180	305
PDCD1LG2	20	20	12
ERMP1	1183	1303	2463
MLANA	0	0	0
KIAA2026	317	322	635
MIR4665	0	0	0
RANBP6	233	281	548
IL33	75	68	132
TPD52L3	0	0	0
UHRF2	446	482	854
GLDC	4	1	11
KDM4C	601	435	749
PTPRD	104	78	133
TYRP1	0	0	0
LURAP1L	165	158	248
MPDZ	533	513	927
LINC00583	0	0	0
NFIB	545	444	837
ZDHHC21	76	85	166
CER1	0	0	0
FREM1	0	0	0
LOC389705	0	0	0
TTC39B	122	109	161
SNAPC3	412	381	747
PSIP1	677	605	866
CCDC171	12	17	45
C9orf92	0	0	0
BNC2	7	6	0
CNTLN	57	41	118
SH3GL2	0	0	0
ADAMTSL1	0	1	0
MIR3152	0	0	0
RRAGA	1147	911	1368
HAUS6	265	308	640
SCARNA8	1	0	1
PLIN2	185	124	230
DENND4C	647	686	1394
RPS6	18108	14138	25354
ACER2	185	182	230
SLC24A2	0	0	0
MLLT3	260	245	472
MIR4473	0	0	0
MIR4474	0	0	0
FOCAD	586	538	936
MIR491	0	0	0
IFNB1	2	0	1
IFNW1	0	0	0
IFNA21	0	0	0
IFNA4	0	0	0
IFNA7	0	0	0
IFNA10	0	0	0
IFNA16	0	0	0
IFNA17	0	0	0
IFNA14	0	0	0
IFNA22P	0	0	0
IFNA5	0	0	0
KLHL9	499	432	861
IFNA6	0	0	0
IFNA13	0	0	0
IFNA2	0	0	0
IFNA8	0	0	0
IFNA1	0	0	0
MIR31HG	118	90	149
IFNE	17	25	45
MIR31	0	2	3
MTAP	681	650	1275
CDKN2A	1076	937	1375
CDKN2B-AS1	11	11	15
CDKN2B	1348	1566	2595
DMRTA1	14	12	49
ELAVL2	22	22	21
IZUMO3	0	0	1
TUSC1	45	27	76
LOC100506422	0	0	0
CAAP1	222	204	371
PLAA	615	547	1076
IFT74	138	178	468
LRRC19	0	0	0
TEK	2	1	3
LINC00032	0	0	0
EQTN	1	0	0
MOB3B	334	298	620
IFNK	0	0	1
C9orf72	96	65	202
LINGO2	4	0	0
MIR876	0	0	0
MIR873	0	0	0
ACO1	936	780	1449
DDX58	214	279	473
TOPORS	1123	922	1660
NDUFB6	120	117	161
TAF1L	0	1	0
TMEM215	0	0	0
APTX	629	469	781
DNAJA1	2626	2129	3734
SMU1	1436	1226	2028
B4GALT1	7150	7254	11777
SPINK4	0	0	3
BAG1	590	544	876
CHMP5	1338	1147	1809
NFX1	968	817	1310
AQP7	4	0	0
AQP3	1936	2076	3002
NOL6	736	606	1056
SUGT1P1	0	7	4
ANKRD18B	58	60	124
ANXA2P2	287	147	257
PTENP1	0	5	9
PRSS3	85	60	106
UBE2R2	1104	1045	1786
UBAP2	1670	1658	2281
SNORD121B	0	0	0
SNORD121A	0	0	0
DCAF12	702	648	1050
UBAP1	2413	2031	3018
KIF24	47	42	46
NUDT2	227	185	327
C9orf24	3	1	1
FAM219A	663	666	921
DNAI1	0	0	1
ENHO	0	0	0
CNTFR	1	0	0
RPP25L	147	127	182
DCTN3	303	323	461
ARID3C	1	0	1
SIGMAR1	1873	1806	2449
GALT	124	130	131
IL11RA	36	35	53
CCL27	1	2	0
CCL19	0	0	0
CCL21	0	0	0
FAM205A	0	0	0
DNAJB5	475	369	607
C9orf131	0	0	0
VCP	6134	5105	8988
FANCG	103	86	120
PIGO	427	398	565
STOML2	589	502	861
FAM214B	936	828	1324
UNC13B	618	471	862
ATP8B5P	4	0	0
RUSC2	518	466	798
FAM166B	6	3	2
TESK1	294	344	458
MIR4667	0	0	0
CD72	23	12	24
SIT1	0	0	0
RMRP	5	0	8
CCDC107	181	222	244
ARHGEF39	45	53	40
CA9	332	326	484
TPM2	2464	2581	3684
TLN1	5773	4971	8014
CREB3	695	578	886
GBA2	439	369	484
RGP1	376	406	585
MSMP	7	11	4
NPR2	195	156	218
SPAG8	1	2	4
HINT2	75	61	97
FAM221B	2	0	2
TMEM8B	174	171	258
OR13J1	0	0	0
HRCT1	14	14	16
OR2S2	0	0	0
RECK	56	42	88
GLIPR2	13	28	30
CCIN	0	0	1
CLTA	2819	2328	3554
GNE	362	354	548
RNF38	213	191	368
MELK	351	306	553
MIR4475	0	0	0
PAX5	0	0	0
MIR4540	0	0	0
MIR4476	0	0	0
ZCCHC7	327	277	430
GRHPR	878	714	1130
ZBTB5	294	282	478
POLR1E	194	190	346
FBXO10	147	135	186
TOMM5	770	672	1091
FRMPD1	0	1	0
TRMT10B	62	61	65
EXOSC3	155	140	290
DCAF10	175	172	416
SLC25A51	234	211	297
SHB	412	441	664
ALDH1B1	621	524	875
IGFBPL1	2	2	9
ANKRD18A	27	36	77
FAM201A	2	6	10
CNTNAP3	128	110	159
SPATA31A1	0	0	0
ZNF658B	0	0	0
FAM74A1	0	0	0
SPATA31A3	0	0	0
FAM74A3	0	2	0
ZNF658	59	47	76
SPATA31A5	0	0	0
SPATA31A7	0	0	0
ANKRD20A2	0	0	0
ANKRD20A3	0	0	0
FAM95B1	1	1	2
FOXD4L4	0	0	0
LOC286297	5	3	1
AQP7P3	0	0	0
LOC642929	0	0	0
SPATA31A6	0	0	0
CNTNAP3B	15	14	20
FAM27C	0	0	0
FAM74A4	0	0	0
PTGER4P2-CDK2AP2P2	0	1	0
AQP7P1	1	4	4
FAM27B	0	0	0
ANKRD20A1	0	0	0
PGM5P2	8	8	18
LOC440896	0	0	0
FOXD4L6	0	0	0
CBWD6	30	27	24
ANKRD20A4	0	0	1
LOC100133920	2	0	0
FOXD4L5	0	0	0
CBWD3	0	1	1
CBWD5	0	0	0
FOXD4L3	0	0	0
PGM5-AS1	0	0	0
PGM5	1	1	1
TMEM252	0	0	0
PIP5K1B	7	6	6
FAM122A	196	143	303
PRKACG	0	0	0
FXN	135	68	177
TJP2	2901	2551	4072
BANCR	0	0	0
FAM189A2	69	81	108
APBA1	48	32	79
PTAR1	213	277	568
C9orf135	0	0	0
MAMDC2	36	38	77
SMC5	472	506	1045
KLF9	632	634	818
TRPM3	0	0	0
MIR204	0	0	0
C9orf85	117	123	261
C9orf57	0	0	0
GDA	17	15	50
ZFAND5	808	880	1393
TMC1	3	5	4
ALDH1A1	62	50	112
ANXA1	15257	12321	21138
RORB	0	0	4
TRPM6	12	14	13
C9orf40	47	59	92
NMRK1	277	282	352
OSTF1	947	765	1282
PCSK5	88	67	118
RFK	129	97	265
RPSAP9	3	5	3
GCNT1	137	134	226
PRUNE2	4	7	5
PCA3	0	0	0
FOXB2	0	0	0
VPS13A-AS1	2	2	0
VPS13A	694	651	1341
GNA14	0	0	0
GNAQ	283	296	544
CEP78	86	69	136
PSAT1	176	148	265
TLE4	291	273	474
TLE1	323	292	464
SPATA31D5P	0	0	0
SPATA31D4	0	0	0
SPATA31D3	0	0	0
SPATA31D1	0	0	0
RASEF	272	231	441
FRMD3	6	7	7
IDNK	11	9	17
UBQLN1	1660	1521	2773
GKAP1	11	8	25
KIF27	113	103	144
C9orf64	137	102	167
HNRNPK	9591	8074	13864
MIR7-1	0	2	5
RMI1	20	23	55
SLC28A3	3	9	19
NTRK2	0	0	2
AGTPBP1	109	107	189
LOC389765	5	2	10
NAA35	385	465	912
GOLM1	868	807	1357
C9orf153	3	4	2
ISCA1	252	211	396
GAS1	10	6	25
LOC440173	1	1	1
LOC494127	0	0	0
C9orf170	0	0	0
DAPK1	129	129	195
CTSL3P	0	0	0
LOC392364	0	0	0
SPATA31E1	0	0	0
SPATA31C1	0	0	0
CDK20	37	33	56
SPATA31C2	0	0	0
SPIN1	558	499	1275
NXNL2	4	1	2
MIR4289	0	0	0
C9orf47	0	3	2
S1PR3	76	51	153
SHC3	13	10	9
CKS2	681	489	822
MIR3153	5	0	3
SECISBP2	334	295	543
SEMA4D	50	53	64
GADD45G	1	9	10
UNQ6494	0	0	0
MIR4290	0	0	0
DIRAS2	0	0	0
SYK	346	323	561
LOC100129316	0	0	0
AUH	154	139	221
NFIL3	490	513	730
MIR3910-1	0	0	0
MIR3910-2	0	0	0
ROR2	0	0	0
SPTLC1	1418	1335	2367
LOC100128076	1	0	0
LINC00475	0	0	2
IARS	1716	1535	3018
MIR3651	0	0	0
SNORA84	0	0	0
NOL8	680	597	1152
CENPP	35	38	54
OGN	0	0	0
OMD	0	0	0
ASPN	0	0	0
ECM2	5	1	7
MIR4670	0	0	0
IPPK	416	332	522
LOC100128361	9	6	1
BICD2	2384	2377	3601
ANKRD19P	21	26	43
ZNF484	52	79	164
FGD3	24	16	32
SUSD3	0	0	0
NINJ1	307	319	406
WNK2	13	3	10
C9orf129	0	0	0
FAM120AOS	346	291	492
FAM120A	2270	2008	3636
PHF2	397	337	570
MIR4291	0	0	0
BARX1	0	0	3
PTPDC1	115	110	225
MIRLET7A1	0	0	0
MIRLET7F1	0	0	0
MIRLET7D	0	0	3
ZNF169	20	19	29
LOC100132077	4	0	2
FBP2	0	0	0
FBP1	0	1	4
C9orf3	218	222	346
MIR2278	0	0	0
MIR23B	1	1	9
MIR27B	3	1	6
MIR3074	0	0	0
MIR24-1	5	0	1
FANCC	79	45	82
PTCH1	61	92	109
LOC100507346	0	2	0
LINC00476	34	31	43
ERCC6L2	43	45	79
LINC00092	0	0	0
LOC158435	0	0	0
LOC158434	0	0	0
HSD17B3	60	71	72
SLC35D2	324	296	439
ZNF367	8	21	29
HABP4	140	115	190
CDC14B	175	135	188
LOC441455	0	6	2
ZNF510	151	140	278
ZNF782	39	49	86
LOC100132781	0	0	0
LOC441454	0	0	0
LOC286359	0	0	0
TDRD7	189	177	232
TMOD1	2	1	0
TSTD2	247	216	389
NCBP1	653	548	1071
XPA	88	74	142
FOXE1	54	67	101
HEMGN	0	2	0
ANP32B	2374	2003	3236
NANS	590	483	733
TRIM14	526	553	831
CORO2A	880	742	1199
TBC1D2	1601	1714	2313
GABBR2	3	15	8
ANKS6	340	322	488
GALNT12	229	218	299
COL15A1	0	1	0
TGFBR1	564	575	1257
ALG2	480	454	823
SEC61B	773	685	1288
NR4A3	0	3	2
STX17	440	393	739
ERP44	1651	1631	2496
INVS	245	219	418
TEX10	198	235	477
MSANTD3	467	458	595
MSANTD3-TMEFF1	0	0	0
TMEFF1	0	0	0
BAAT	3	3	9
MRPL50	244	212	390
ZNF189	185	216	336
ALDOB	0	0	0
TMEM246	132	127	143
RNF20	1033	822	1309
GRIN3A	0	0	0
PPP3R2	0	0	0
CYLC2	0	0	0
SMC2	395	426	824
OR13F1	0	0	0
OR13C4	0	0	0
OR13C3	0	0	0
OR13C8	0	0	0
OR13C5	0	0	0
OR13C2	0	0	0
OR13C9	0	0	0
OR13D1	0	0	0
NIPSNAP3A	404	430	529
NIPSNAP3B	1	2	1
ABCA1	898	761	1480
SLC44A1	515	521	1068
FSD1L	46	32	70
FKTN	301	333	638
TAL2	0	1	0
TMEM38B	60	51	93
ZNF462	1028	935	1520
MIR548Q	4	0	0
RAD23B	3101	2891	5305
KLF4	335	331	543
ACTL7B	0	0	0
ACTL7A	0	0	0
FAM206A	295	270	554
CTNNAL1	246	234	584
TMEM245	970	988	1475
MIR32	0	0	0
FRRS1L	0	0	0
EPB41L4B	563	472	850
PTPN3	850	760	1184
PALM2	19	8	24
PALM2-AKAP2	0	0	0
AKAP2	0	0	0
C9orf152	3	1	2
TXN	5567	6569	13833
TXNDC8	0	0	0
SVEP1	18	19	15
MUSK	0	0	0
LPAR1	319	300	434
OR2K2	0	0	0
ZNF483	9	8	20
PTGR1	1985	1644	2809
LRRC37A5P	0	0	0
DNAJC25	147	150	280
DNAJC25-GNG10	0	0	0
GNG10	1	0	0
C9orf84	3	10	16
UGCG	160	183	347
MIR4668	0	1	2
MIR3134	0	0	0
SUSD1	276	259	360
PTBP3	1513	1763	3955
HSDL2	457	389	665
KIAA1958	15	17	13
INIP	68	74	153
SNX30	331	335	485
SLC46A2	0	0	0
ZNF883	35	36	51
ZFP37	11	7	14
FAM225B	0	0	0
FAM225A	0	0	0
SLC31A2	503	430	749
FKBP15	723	648	1038
SLC31A1	373	407	630
CDC26	399	334	503
PRPF4	783	639	1124
RNF183	3	2	1
WDR31	71	61	81
BSPRY	91	81	131
HDHD3	107	148	156
ALAD	435	404	680
POLE3	1746	1458	2290
C9orf43	13	12	9
RGS3	358	302	506
ZNF618	587	551	769
AMBP	0	0	0
KIF12	13	24	34
COL27A1	716	835	1049
MIR455	0	0	0
ORM1	0	0	0
ORM2	0	0	0
AKNA	76	73	110
ATP6V1G1	2041	1855	3587
TNFSF15	37	34	63
TNFSF8	0	0	0
TNC	2232	1823	2838
dec-01	5	2	4
LINC00474	0	0	0
PAPPA	75	68	105
ASTN2	2	5	6
TRIM32	272	277	476
SNORA70C	0	0	0
TLR4	51	51	82
MIR147A	0	0	0
CDK5RAP2	929	704	1287
MEGF9	447	491	796
FBXW2	1413	1160	2215
PSMD5	718	702	1298
PHF19	145	161	251
TRAF1	44	36	50
C5	2	9	10
CNTRL	262	252	390
RAB14	869	1077	1978
GSN	3384	2924	4763
STOM	3815	3456	4984
GGTA1P	0	0	0
DAB2IP	3311	3291	4327
TTLL11	57	48	74
MIR4478	0	0	0
NDUFA8	576	556	787
MORN5	0	0	0
LHX6	16	8	25
RBM18	328	296	490
MRRF	331	273	420
PTGS1	13	32	53
OR1J1	0	0	0
OR1J2	0	0	0
OR1J4	0	0	0
OR1N1	0	0	0
OR1N2	0	0	0
OR1L8	0	0	0
OR1Q1	0	0	3
OR1B1	0	0	0
OR1L1	0	0	0
OR1L3	0	0	0
OR1L4	0	0	0
OR1L6	0	0	0
OR5C1	0	0	0
OR1K1	0	0	0
PDCL	270	199	396
RC3H2	821	715	1228
SNORD90	0	0	0
ZBTB6	136	124	195
ZBTB26	28	18	47
RABGAP1	1149	1070	1835
GPR21	0	0	0
MIR600HG	37	38	50
MIR600	0	0	0
STRBP	355	344	557
CRB2	0	0	0
DENND1A	175	144	284
MIR601	0	0	0
LHX2	0	0	0
NEK6	494	369	641
PSMB7	3199	2605	2911
LOC100129034	411	382	470
NR5A1	0	0	0
NR6A1	19	19	22
MIR181A2HG	9	8	22
MIR181A2	0	0	0
MIR181B2	1	0	1
OLFML2A	433	480	653
WDR38	20	33	8
RPL35	6940	5995	8980
ARPC5L	657	583	1081
GOLGA1	424	365	625
SCAI	74	63	115
PPP6C	393	425	773
RABEPK	242	185	290
HSPA5	16919	15314	25288
GAPVD1	1105	951	1610
MAPKAP1	1320	1005	1753
PBX3	210	194	283
MVB12B	47	41	62
NRON	0	0	0
LMX1B	4	2	4
ZBTB43	554	596	915
ZBTB34	121	138	244
RALGPS1	46	44	92
ANGPTL2	2	3	11
GARNL3	17	13	37
SLC2A8	65	83	124
ZNF79	139	126	210
RPL12	14173	11210	15653
SNORA65	10	6	9
LRSAM1	263	289	403
FAM129B	4233	4245	6204
STXBP1	862	855	1197
MIR3911	27	23	18
PTRH1	67	69	102
TTC16	1	0	0
TOR2A	80	110	119
SH2D3C	6	5	2
MIR3960	0	0	0
MIR2861	0	0	0
CDK9	454	420	692
FPGS	515	513	663
ENG	153	162	220
AK1	427	410	687
MIR4672	0	0	0
ST6GALNAC6	1427	1230	1594
ST6GALNAC4	119	141	208
PIP5KL1	16	27	40
DPM2	246	212	306
FAM102A	332	382	548
NAIF1	133	134	196
SLC25A25	75	79	123
PTGES2	232	237	333
LCN2	4455	4174	5002
C9orf16	116	114	131
CIZ1	1214	1139	1661
DNM1	5	10	9
MIR199B	0	0	0
MIR3154	0	0	0
GOLGA2	1854	1582	2601
SWI5	173	187	255
TRUB2	533	398	653
COQ4	154	168	179
SLC27A4	304	304	451
URM1	559	499	702
CERCAM	1311	1270	1634
ODF2	569	510	805
GLE1	760	671	1032
SPTAN1	6015	5300	8539
WDR34	86	87	105
SET	7763	6153	10630
PKN3	21	36	43
ZDHHC12	222	247	323
LOC100506100	22	19	31
ZER1	694	684	960
TBC1D13	270	218	386
ENDOG	94	92	118
LRRC8A	3993	4151	5621
PHYHD1	24	16	29
DOLK	349	300	442
NUP188	812	717	1159
SH3GLB2	448	503	733
DOLPP1	231	246	395
CRAT	484	478	576
IER5L	61	71	102
C9orf106	0	0	0
C9orf50	0	0	1
NTMT1	193	163	295
ASB6	385	381	533
PRRX2	0	0	7
PTGES	895	876	1171
TOR1B	430	402	649
TOR1A	636	565	932
C9orf78	1624	1306	2074
USP20	198	195	247
FNBP1	520	461	759
GPR107	1907	1883	2935
NCS1	1556	1429	2248
ASS1	1060	896	1575
LOC100272217	1	0	6
FUBP3	2392	2010	3152
PRDM12	0	0	0
EXOSC2	264	248	445
ABL1	830	777	1215
QRFP	1	0	0
FIBCD1	11	8	10
LAMC3	0	0	0
AIF1L	21	16	23
NUP214	961	853	1295
FAM78A	9	10	5
PRRC2B	3493	3338	5132
SNORD62B	0	0	0
SNORD62A	0	0	0
POMT1	234	242	348
UCK1	208	169	257
RAPGEF1	567	499	781
MED27	233	248	376
NTNG2	0	2	0
SETX	1156	1147	2149
TTF1	282	241	419
BARHL1	0	0	0
DDX31	155	130	180
GTF3C4	329	283	523
AK8	8	3	4
TSC1	649	626	1059
GFI1B	0	0	0
GTF3C5	550	488	707
CEL	108	111	150
CELP	0	1	2
RALGDS	769	751	1168
GBGT1	48	42	73
OBP2B	0	0	0
ABO	125	159	146
SURF6	500	479	786
MED22	448	407	561
RPL7A	15837	13808	21839
SNORD24	9	7	9
SNORD36B	1	0	2
SNORD36A	38	31	48
SNORD36C	0	1	2
SURF1	143	138	222
SURF2	171	185	235
SURF4	2805	2835	4496
REXO4	585	521	768
ADAMTS13	34	22	56
CACFD1	40	59	54
SLC2A6	155	173	241
ADAMTSL2	0	0	0
FAM163B	0	0	0
DBH	0	0	0
SARDH	0	0	0
VAV2	2271	2011	2968
BRD3	322	298	499
WDR5	515	422	662
RNU6ATAC	2	4	3
RXRA	970	975	1543
MIR4669	0	0	0
COL5A1	88	75	122
MIR3689A	0	0	0
MIR3689C	0	0	0
MIR3689D1	0	0	0
MIR3689B	0	0	0
MIR3689D2	0	0	0
MIR3689E	0	0	0
MIR3689F	0	0	0
FCN2	0	0	0
FCN1	0	0	0
