	Series1_NHBE_SARS-CoV-2_1	Series1_NHBE_SARS-CoV-2_2	Series1_NHBE_SARS-CoV-2_3
ZFP57	24	34	95
HLA-F	33	15	39
HLA-F-AS1	23	39	77
IFITM4P	1	1	0
HCG4	5	1	23
HLA-G	87	58	186
HLA-H	13	18	34
HCG4B	0	0	0
HLA-A	4637	3173	8763
HCG9	2	0	7
HLA-J	5	4	6
ZNRD1	97	117	342
PPP1R11	858	889	2584
RNF39	131	109	325
TRIM31	9	8	20
TRIM40	1	0	0
TRIM10	0	0	0
TRIM15	0	0	0
TRIM26	1016	951	2800
HCG17	0	3	0
HLA-L	18	26	70
HCG18	192	200	633
TRIM39	118	132	392
TRIM39-RPP21	0	0	0
RPP21	0	0	1
HLA-E	2446	1976	5797
GNL1	711	701	1895
PRR3	76	76	247
ABCF1	1378	1355	4053
MIR877	0	0	0
PPP1R10	1444	1509	4303
MRPS18B	299	364	982
ATAT1	125	127	331
C6orf136	191	217	684
DHX16	925	873	2586
PPP1R18	2855	2915	8911
NRM	73	66	204
MDC1	856	846	2647
TUBB	10781	10426	33407
FLOT1	447	390	963
IER3	5630	4443	13702
DDR1	10682	9261	27474
MIR4640	0	0	0
GTF2H4	244	197	633
VARS2	225	229	711
SFTA2	0	2	1
MUC21	25	29	69
MUC22	5	3	0
HCG22	3	3	16
C6orf15	5	7	9
PSORS1C1	19	17	63
CDSN	5	1	4
PSORS1C2	0	1	0
CCHCR1	162	151	396
TCF19	79	92	302
POU5F1	119	116	319
PSORS1C3	70	61	166
HCG27	1	2	5
HLA-C	2644	2146	5892
HLA-B	791	582	1663
MICA	1021	887	2773
HCP5	19	5	50
HCG26	1	0	0
MICB	218	187	665
MCCD1	0	0	0
DDX39B	7	11	35
ATP6V1G2-DDX39B	0	0	0
SNORD117	3	4	9
SNORD84	3	6	21
ATP6V1G2	1	1	6
NFKBIL1	192	113	457
LTA	1	0	1
TNF	41	37	127
LTB	38	29	71
LST1	1	0	0
NCR3	0	0	0
AIF1	0	0	0
PRRC2A	3625	2892	9028
SNORA38	0	0	0
BAG6	2702	2252	6502
APOM	8	10	32
C6orf47	272	263	704
GPANK1	180	186	531
CSNK2B	1307	1070	3345
LY6G5B	48	71	204
LY6G5C	6	11	17
ABHD16A	339	278	785
MIR4646	0	0	0
LY6G6F	0	0	0
LY6G6E	0	0	0
LY6G6D	0	0	0
LY6G6C	4	5	14
DDAH2	173	125	367
CLIC1	4705	4742	14191
MSH5	2	0	0
MSH5-SAPCD1	0	2	4
SAPCD1	0	0	0
VWA7	16	9	46
VARS	1053	831	2628
LSM2	117	132	503
HSPA1L	29	30	120
HSPA1A	602	359	1265
HSPA1B	477	287	963
C6orf48	517	518	1601
SNORD48	2	1	6
SNORD52	2	5	17
NEU1	725	639	1936
SLC44A4	258	242	719
EHMT2	516	386	1217
C2	16	21	40
ZBTB12	24	28	58
CFB	952	986	2335
NELFE	559	513	1577
MIR1236	0	0	0
SKIV2L	688	575	1724
STK19	149	106	342
C4B_2	0	0	0
C4A	0	0	0
C4B	0	0	0
CYP21A2	3	5	24
CYP21A1P	0	0	0
TNXA	0	0	0
TNXB	9	6	33
ATF6B	1818	1660	4635
FKBPL	74	88	209
PRRT1	7	3	7
LOC100507547	8	11	34
PPT2	59	72	245
PPT2-EGFL8	0	0	3
EGFL8	0	3	3
AGPAT1	1172	1089	3269
RNF5	0	0	0
RNF5P1	0	0	0
AGER	82	67	211
PBX2	1093	1184	3366
GPSM3	84	67	205
NOTCH4	14	5	13
C6orf10	0	0	0
HCG23	1	0	1
BTNL2	0	0	0
HLA-DRA	0	2	5
HLA-DRB5	0	0	0
HLA-DRB6	0	0	0
HLA-DRB1	2	0	1
HLA-DQA1	0	1	5
HLA-DQB1	406	348	1031
HLA-DQA2	0	0	0
HLA-DQB2	0	0	0
HLA-DOB	131	145	431
TAP2	725	697	1980
PSMB8	208	188	531
TAP1	560	556	1551
PSMB9	85	70	158
LOC100294145	56	48	190
HLA-DMB	2	0	4
HLA-DMA	48	38	92
BRD2	3915	4002	12114
HLA-DOA	1	0	0
HLA-DPA1	1	3	2
HLA-DPB1	5	1	10
HLA-DPB2	0	0	0
COL11A2	13	8	44
RXRB	535	566	1550
SLC39A7	2859	2842	7815
HSD17B8	62	42	114
RING1	457	474	1207
HCG25	3	7	11
VPS52	602	536	1668
RPS18	9778	9995	27771
B3GALT4	20	15	42
WDR46	423	446	1266
PFDN6	836	953	2693
RGL2	694	556	1920
TAPBP	2533	2242	6508
ZBTB22	171	151	384
DAXX	649	629	1967
KIFC1	101	90	256
PHF1	343	293	844
CUTA	537	469	1526
SYNGAP1	215	197	601
MIR5004	0	0	0
ZBTB9	159	124	428
BAK1	832	754	2167
GGNBP1	0	0	0
LINC00336	1	0	5
ITPR3	4807	3841	11947
IP6K3	6	10	16
LEMD2	800	790	2257
MLN	0	0	0
MIR1275	0	0	0
GRM4	1	1	9
HMGA1	7899	5118	18559
NUDT3	3	1	8
RPS10-NUDT3	0	0	0
RPS10	112	118	384
PACSIN1	2	2	4
SPDEF	107	71	241
C6orf106	1852	2027	5832
SNRPC	789	849	2725
UHRF1BP1	239	265	692
TAF11	271	251	769
ANKS1A	643	545	1690
TCP11	0	0	0
SCUBE3	1	0	3
ZNF76	171	115	374
DEF6	213	159	518
PPARD	1454	1044	3652
FANCE	63	48	118
RPL10A	4116	4285	12521
TEAD3	796	604	1880
TULP1	0	1	0
FKBP5	1322	1624	4167
MIR5690	0	0	0
LOC285847	0	0	10
ARMC12	4	9	6
CLPSL2	0	0	0
CLPSL1	0	0	0
CLPS	0	0	0
LHFPL5	0	0	1
SRPK1	1552	1650	4896
SLC26A8	0	0	2
MAPK14	468	483	1582
MAPK13	1505	1358	4162
BRPF3	366	364	900
PNPLA1	1	1	7
C6orf222	1	1	5
ETV7	12	12	24
PXT1	0	1	5
KCTD20	349	359	1116
STK38	1066	1150	3375
SRSF3	773	834	2592
MIR3925	0	0	0
CDKN1A	8295	7517	22791
RAB44	3	1	2
CPNE5	5	0	5
PPIL1	414	399	1216
C6orf89	1260	1382	3931
PI16	0	0	0
MTCH1	1501	1457	4743
FGD2	2	10	8
PIM1	819	860	2358
TMEM217	33	35	119
TBC1D22B	313	344	950
RNF8	432	523	1667
CCDC167	129	111	397
MIR4462	0	0	0
MDGA1	10	0	8
ZFAND3	784	769	2214
BTBD9	297	267	826
GLO1	591	730	2342
DNAH8	0	0	0
LOC100131047	0	0	0
GLP1R	0	0	0
SAYSD1	54	45	181
KCNK5	4	7	11
KCNK17	0	0	0
KCNK16	0	0	0
KIF6	6	8	16
DAAM2	1	3	1
MOCS1	130	97	329
TDRG1	0	0	0
LRFN2	1	0	0
UNC5CL	8	6	36
TSPO2	0	0	0
APOBEC2	0	2	6
OARD1	255	296	800
NFYA	608	634	1778
ADCY10P1	76	63	184
TREML1	2	6	11
TREM2	87	69	192
TREML2	0	1	0
TREML3P	1	0	3
TREML4	0	0	3
TREML5P	0	0	0
TREM1	31	30	64
NCR2	0	0	0
FOXP4	360	274	977
MIR4641	0	0	2
MDFI	526	329	935
TFEB	88	75	201
PGC	0	0	0
FRS3	35	30	110
PRICKLE4	197	186	530
TOMM6	1198	1339	4168
USP49	24	23	69
MED20	224	209	739
BYSL	280	263	842
CCND3	610	475	1384
TAF8	234	226	745
C6orf132	1460	1216	4050
GUCA1A	0	0	0
GUCA1B	15	15	63
MRPS10	358	347	1131
TRERF1	396	401	1174
UBR2	721	801	2243
PRPH2	0	0	3
ATP6V0CP3	0	0	0
TBCC	162	164	354
RPL7L1	719	868	2331
C6orf226	12	8	24
PTCRA	0	0	0
CNPY3	284	300	777
GNMT	3	5	1
PEX6	334	272	786
PPP2R5D	811	807	2387
MEA1	1223	1209	4166
KLHDC3	447	463	1418
RRP36	630	656	2262
CUL7	538	494	1368
MRPL2	209	189	480
KLC4	203	195	515
PTK7	1456	1288	3464
SRF	830	657	2038
CUL9	691	662	1836
DNPH1	165	96	413
TTBK1	1	0	0
SLC22A7	0	0	0
CRIP3	1	0	0
ZNF318	434	523	1458
ABCC10	440	337	1051
DLK2	42	45	113
TJAP1	187	139	485
LRRC73	6	1	24
YIPF3	1603	1319	4436
POLR1C	253	235	634
XPO5	674	665	2044
POLH	838	801	2464
GTPBP2	1316	1317	3840
MAD2L1BP	225	248	762
RSPH9	4	1	3
MRPS18A	341	326	1121
VEGFA	2723	2770	8103
C6orf223	52	50	106
MRPL14	455	441	1421
TMEM63B	2435	2123	6187
CAPN11	0	0	0
SLC29A1	215	160	578
HSP90AB1	16794	19123	54791
SLC35B2	1462	1243	3337
MIR4647	0	0	0
NFKBIE	132	118	377
TMEM151B	1	2	11
TCTE1	1	1	0
AARS2	510	446	1179
SPATS1	0	0	0
CDC5L	867	1020	2976
MIR4642	0	0	0
SUPT3H	63	65	209
MIR586	0	0	0
RUNX2	147	160	477
CLIC5	1	4	0
ENPP4	21	21	42
ENPP5	37	31	113
RCAN2	0	2	4
CYP39A1	9	14	31
SLC25A27	92	102	248
TDRD6	1	2	1
PLA2G7	12	8	39
ANKRD66	0	0	0
MEP1A	9	3	9
TNFRSF21	2385	2335	6774
CD2AP	1056	1140	3192
OPN5	0	0	0
PTCHD4	59	47	127
MUT	249	266	797
CENPQ	31	37	66
GLYATL3	0	0	0
C6orf141	76	61	245
RHAG	0	0	0
CRISP2	0	0	0
CRISP3	0	0	1
PGK2	0	0	0
CRISP1	0	0	0
DEFB133	0	0	0
DEFB114	0	0	0
DEFB113	0	0	0
DEFB110	0	0	0
DEFB112	0	0	0
TFAP2D	0	0	0
TFAP2B	0	0	0
PKHD1	0	0	0
MIR206	0	0	0
MIR133B	0	0	0
IL17A	0	0	0
IL17F	0	0	0
MCM3	439	462	1348
PAQR8	33	36	92
EFHC1	79	106	225
TRAM2	591	681	1891
LOC730101	0	9	31
TMEM14A	101	86	265
GSTA7P	0	0	0
GSTA2	0	0	0
GSTA1	0	0	0
GSTA5	0	0	0
GSTA3	0	0	0
GSTA4	105	115	272
ICK	263	268	776
FBXO9	227	221	590
GCM1	0	0	6
ELOVL5	1805	2378	6185
MIR5685	0	0	0
RPS16P5	1	0	0
GCLC	1371	1409	3739
KLHL31	3	13	49
LRRC1	266	233	724
MLIP-IT1	0	1	0
MLIP	8	5	8
TINAG	0	0	0
FAM83B	453	555	1565
HCRTR2	0	0	0
GFRAL	0	0	0
HMGCLL1	0	1	7
BMP5	0	0	0
COL21A1	17	14	46
DST	11612	12550	34899
BEND6	4	1	8
KIAA1586	31	34	84
ZNF451	292	292	841
BAG2	77	70	267
RAB23	108	108	259
PRIM2	88	97	314
GUSBP4	9	8	17
KHDRBS2	0	0	0
LGSN	0	2	0
PTP4A1	1559	1677	4674
PHF3	1052	1101	3034
EYS	5	4	33
LOC441155	0	1	3
SLC25A51P1	0	0	0
LMBRD1	218	198	501
COL19A1	0	0	0
COL9A1	0	0	0
FAM135A	198	180	466
SMAP1	248	277	772
B3GAT2	0	1	0
OGFRL1	270	244	809
MIR30C2	0	0	1
MIR30A	0	0	0
LINC00472	18	23	46
RIMS1	1	2	1
KCNQ5	60	68	213
MIR4282	0	0	0
KCNQ5-AS1	0	0	0
KHDC1L	1	0	1
KHDC1	2	2	13
DPPA5	0	0	0
KHDC3L	0	0	0
OOEP	0	1	0
DDX43	2	2	3
MTO1	192	231	647
EEF1A1	52085	55234	158236
SLC17A5	287	268	769
CD109	3801	4027	11329
COL12A1	1956	2145	5342
COX7A2	1707	2638	7511
TMEM30A	1056	1131	3092
LOC100506804	6	9	17
FILIP1	2	3	0
SENP6	437	435	1118
MYO6	1615	1726	4661
IMPG1	0	0	0
HTR1B	0	3	7
IRAK1BP1	17	16	44
PHIP	408	434	1057
HMGN3	1355	1715	4296
LCA5	125	109	308
SH3BGRL2	117	140	379
RNY4	0	0	0
ELOVL4	177	191	540
TTK	46	59	127
BCKDHB	88	119	280
IBTK	607	635	1626
TPBG	1238	1278	3319
UBE3D	26	22	91
PGM3	432	475	1434
RWDD2A	36	46	124
ME1	497	515	1509
PRSS35	0	0	0
SNAP91	0	0	0
RIPPLY2	0	0	0
CYB5R4	143	140	352
MRAP2	19	33	82
TBX18	29	18	79
NT5E	1515	1574	5234
SNX14	355	351	925
SYNCRIP	3528	3709	9665
SNHG5	38	66	183
SNORD50A	0	0	0
SNORD50B	2	0	1
HTR1E	0	0	0
CGA	0	0	0
ZNF292	429	439	1052
GJB7	0	0	0
SMIM8	29	44	94
C6orf163	6	10	33
SLC35A1	125	118	331
RARS2	452	516	1239
ORC3	271	274	814
AKIRIN2	246	219	668
SPACA1	0	0	0
CNR1	0	0	0
RNGTT	184	178	680
PNRC1	290	198	558
SRSF12	2	0	4
PM20D2	164	181	515
GABRR1	0	0	0
GABRR2	3	4	10
UBE2J1	453	479	1536
RRAGD	47	46	91
ANKRD6	225	254	853
LYRM2	345	440	1122
MDN1	806	880	2565
CASP8AP2	203	204	567
GJA10	0	0	0
BACH2	22	28	73
MIR4464	0	0	0
MAP3K7	773	733	2125
MIR4643	0	0	0
EPHA7	0	0	0
TSG1	0	0	0
MANEA	56	51	160
FUT9	0	2	0
UFL1	299	329	906
FHL5	0	0	0
GPR63	10	15	23
NDUFAF4	46	64	149
KLHL32	0	1	0
MIR548H3	0	0	0
MMS22L	59	49	197
MIR2113	0	0	0
POU3F2	0	0	0
FBXL4	164	140	431
FAXC	100	101	276
COQ3	114	129	515
PNISR	2524	2906	8325
USP45	61	78	207
TSTD3	23	17	48
CCNC	440	374	1155
PRDM13	0	0	0
MCHR2	0	0	0
SIM1	0	0	0
ASCC3	1455	1507	3979
GRIK2	5	4	30
HACE1	42	74	187
LIN28B	0	0	0
BVES	94	99	322
BVES-AS1	0	0	8
POPDC3	68	67	179
PREP	1238	1424	3968
PRDM1	217	220	651
ATG5	303	310	866
RTN4IP1	57	49	155
QRSL1	156	212	595
C6orf203	348	430	1144
BEND3	98	89	229
PDSS2	151	158	398
SOBP	24	16	49
SCML4	0	0	0
SEC63	2236	2577	6973
OSTM1	384	346	1062
NR2E1	0	0	0
SNX3	1602	1525	4804
FOXO3	528	514	1467
LINC00222	0	2	2
ARMC2	18	12	48
SESN1	190	172	531
CEP57L1	52	39	126
CCDC162P	0	0	3
CD164	639	623	1645
PPIL6	8	10	39
SMPD2	95	98	287
MICAL1	667	561	1608
ZBTB24	139	151	469
FIG4	155	129	368
GPR6	0	0	0
WASF1	338	319	993
CDC40	239	229	798
METTL24	0	0	0
DDO	0	1	0
SLC22A16	0	0	0
CDK19	176	150	455
AMD1	787	997	2583
GTF3C6	258	321	1003
RPF2	434	604	1745
GSTM2P1	0	0	0
SLC16A10	0	0	0
REV3L	134	160	400
TRAF3IP2-AS1	4	5	26
TRAF3IP2	732	745	2269
FYN	267	259	709
WISP3	0	0	2
TUBE1	110	113	308
FAM229B	22	32	67
LAMA4	39	17	93
RFPL4B	2	0	0
MARCKS	1865	2046	5785
FLJ34503	0	0	0
HDAC2	2731	3274	8980
HS3ST5	0	0	0
FRK	112	109	291
TPI1P3	0	0	2
NT5DC1	269	355	987
COL10A1	0	0	0
TSPYL4	165	147	495
TSPYL1	1688	1439	4482
DSE	1295	1470	4361
RWDD1	411	487	1231
RSPH4A	7	2	4
KPNA5	7	13	49
FAM162B	0	0	1
GPRC6A	0	0	0
RFX6	0	0	0
VGLL2	0	0	0
ROS1	42	51	135
DCBLD1	496	509	1348
GOPC	881	959	2486
NUS1	230	255	604
SLC35F1	0	0	0
CEP85L	88	103	253
BRD7P3	0	0	0
PLN	0	0	0
MCM9	84	90	218
ASF1A	126	123	431
FAM184A	9	9	36
MIR548B	0	0	0
MAN1A1	77	75	166
LOC285762	0	0	0
GJA1	1616	1761	5221
HSF2	63	72	155
SERINC1	2705	2536	7274
PKIB	18	31	69
FABP7	0	0	0
SMPDL3A	38	32	88
CLVS2	0	0	0
TRDN	0	0	0
NKAIN2	0	0	0
RNF217	118	103	386
TPD52L1	395	305	984
HDDC2	264	277	921
HEY2	0	0	0
NCOA7	465	501	1223
HINT3	145	132	426
TRMT11	153	177	496
MIR5695	0	0	0
CENPW	69	82	264
RSPO3	0	0	0
RNF146	226	236	598
ECHDC1	430	492	1361
KIAA0408	0	0	0
SOGA3	0	0	0
C6orf58	0	0	0
THEMIS	0	0	0
PTPRK	3602	4119	11128
LAMA2	29	31	107
ARHGAP18	162	133	475
TMEM244	0	0	0
L3MBTL3	525	672	1918
SAMD3	0	1	0
TMEM200A	0	0	0
SMLR1	0	0	0
EPB41L2	666	803	2264
AKAP7	7	7	19
ARG1	0	0	0
MED23	472	557	1453
ENPP3	0	2	0
OR2A4	0	0	0
CTAGE9	0	0	0
ENPP1	3	12	13
CTGF	438	485	1369
MOXD1	1	4	10
STX7	465	578	1443
TAAR9	0	0	0
TAAR8	0	0	0
TAAR6	0	0	0
TAAR5	0	0	0
TAAR2	0	0	0
TAAR1	0	0	0
VNN1	56	62	154
VNN3	20	22	45
VNN2	6	9	10
SLC18B1	134	140	446
RPS12	5364	6268	19606
SNORD101	4	8	32
SNORD100	0	2	3
SNORA33	11	14	29
LINC00326	0	1	4
EYA4	200	201	621
TCF21	0	0	0
TBPL1	107	74	210
SLC2A12	345	374	944
HMGA1P7	0	0	0
SGK1	635	776	1906
ALDH8A1	2	4	7
HBS1L	638	673	1843
MIR3662	0	0	0
MYB	1	4	6
AHI1	52	66	169
LINC00271	0	0	0
PDE7B	0	0	4
MTFR2	25	28	50
BCLAF1	2182	2417	6857
MAP7	700	711	2243
MAP3K5	185	249	546
PEX7	78	69	204
SLC35D3	0	0	0
NHEG1	0	0	0
IL20RA	62	49	119
IL22RA2	0	0	0
IFNGR1	1035	1095	2935
OLIG3	0	0	0
LOC100130476	16	10	30
TNFAIP3	2723	2604	6752
PERP	9286	9362	25653
PBOV1	0	0	0
HEBP2	560	587	1891
NHSL1	368	352	1016
MIR3145	0	0	0
FLJ46906	20	20	60
CCDC28A	92	103	387
ECT2L	0	4	9
REPS1	617	678	1998
ABRACL	333	296	882
HECA	249	214	611
TXLNB	1	5	2
CITED2	307	266	801
MIR3668	0	0	0
MIR4465	0	0	0
NMBR	0	0	0
VTA1	494	525	1652
LOC153910	0	0	0
HIVEP2	847	927	2584
AIG1	305	403	1120
ADAT2	134	104	271
PEX3	138	174	444
FUCA2	539	686	1800
PHACTR2	212	204	758
LTV1	363	380	1037
ZC2HC1B	0	0	1
PLAGL1	191	161	532
HYMAI	0	0	2
SF3B5	594	416	1495
STX11	19	4	15
UTRN	1126	1143	3010
EPM2A	14	28	107
LOC100507557	5	2	7
FBXO30	182	200	598
SHPRH	163	177	487
GRM1	1	3	1
RAB32	274	258	832
ADGB	0	0	0
STXBP5-AS1	9	10	42
STXBP5	312	315	842
SAMD5	39	51	84
SASH1	223	245	768
UST	133	157	381
TAB2	1188	1159	3153
SUMO4	1	2	0
ZC3H12D	3	0	0
PPIL4	465	460	1191
GINM1	185	174	486
KATNA1	191	264	688
LATS1	327	319	853
NUP43	186	187	508
PCMT1	854	933	2563
LRP11	749	813	2210
RAET1E	300	380	1068
RAET1G	323	339	1011
ULBP2	265	238	785
ULBP1	43	68	158
RAET1K	0	0	0
RAET1L	61	61	239
ULBP3	45	51	170
PPP1R14C	527	590	1363
IYD	5	1	20
PLEKHG1	137	147	369
MTHFD1L	474	488	1425
AKAP12	688	775	2190
ZBTB2	178	155	514
RMND1	215	188	640
CCDC170	2	2	2
ESR1	10	12	20
SYNE1	116	99	287
MYCT1	0	0	0
VIP	0	2	0
FBXO5	38	46	158
MTRF1L	162	119	471
RGS17	3	17	43
OPRM1	0	0	0
IPCEF1	2	2	6
CNKSR3	24	35	69
SCAF8	587	690	1905
TIAM2	15	16	21
TFB1M	138	190	531
CLDN20	0	0	0
NOX3	0	0	0
ARID1B	680	558	1868
MIR4466	0	0	0
TMEM242	257	311	868
ZDHHC14	65	65	191
MIR3692	0	0	0
SNX9	971	1000	2488
SYNJ2	178	193	568
SYNJ2-IT1	0	0	0
SERAC1	82	97	253
GTF2H5	372	347	1145
TULP4	411	422	1271
TMEM181	591	663	1804
DYNLT1	862	1052	3097
SYTL3	27	18	58
MIR3918	0	0	0
EZR	7446	7003	22613
OSTCP1	0	0	0
C6orf99	0	0	0
RSPH3	209	195	505
TAGAP	11	7	18
FNDC1	0	1	6
SOD2	2160	2424	5796
WTAP	680	639	1850
ACAT2	924	1050	3389
TCP1	2465	2679	7656
SNORA20	0	0	1
SNORA29	1	0	0
MRPL18	528	498	1331
PNLDC1	0	0	1
MAS1	0	0	0
IGF2R	3101	3137	8957
AIRN	0	0	0
LOC729603	8	8	13
SLC22A1	1	2	18
SLC22A2	0	0	0
SLC22A3	61	85	171
LPAL2	3	0	1
LPA	0	0	0
PLG	0	0	0
MAP3K4	409	432	1218
AGPAT4	177	182	531
AGPAT4-IT1	8	9	39
PACRG	1	0	1
PACRG-AS1	0	0	0
DKFZp451B082	0	0	0
CAHM	3	3	0
QKI	521	675	1793
C6orf118	0	0	0
PDE10A	1	1	3
LINC00473	0	0	0
LINC00602	0	0	0
PRR18	0	0	0
SFT2D1	153	121	371
LOC100289495	10	5	10
MPC1	102	101	283
RPS6KA2	113	95	259
RPS6KA2-IT1	0	0	0
MIR1913	0	0	0
RNASET2	73	99	285
MIR3939	0	0	0
FGFR1OP	132	157	359
CCR6	0	0	4
GPR31	0	0	0
TCP10L2	0	0	0
UNC93A	0	0	0
TTLL2	0	0	0
TCP10	0	0	0
HGC6.3	0	0	0
KIF25	0	0	0
FRMD1	0	0	0
DACT2	14	10	29
SMOC2	11	3	20
THBS2	45	39	93
WDR27	87	101	271
C6orf120	168	179	488
PHF10	138	162	378
TCTE3	2	0	1
LINC00242	1	1	5
LINC00574	0	0	0
LOC154449	0	0	0
DLL1	85	67	195
FAM120B	541	651	1591
MIR4644	0	0	0
PSMB1	1684	1741	4676
TBP	153	176	541
PDCD2	339	360	1062
HLA-DRB3	0	0	0
HLA-DRB4	0	0	0
FAM20C	101	77	206
LOC442497	0	0	0
PDGFA	203	194	677
PRKAR1B	181	159	522
SUN1	1341	1142	3332
GET4	435	360	1103
ADAP1	99	65	240
COX19	370	387	966
CYP2W1	0	0	0
C7orf50	333	190	693
MIR339	0	0	0
GPR146	7	2	15
ZFAND2A	149	138	388
UNCX	0	0	0
MICALL2	503	250	793
INTS1	962	558	1821
MAFK	339	231	771
TMEM184A	309	215	647
PSMG3	234	225	601
PSMG3-AS1	39	40	140
TFAMP1	0	0	0
ELFN1	3	1	9
MAD1L1	271	195	587
MIR4655	0	0	0
NUDT1	117	64	274
SNX8	183	136	436
EIF3B	3136	3128	8876
CHST12	84	58	153
LFNG	44	32	103
MIR4648	0	0	0
BRAT1	142	71	260
IQCE	224	207	626
TTYH3	1449	853	2722
AMZ1	0	0	0
GNA12	728	645	1717
CARD11	450	322	1091
SDK1	33	30	73
FOXK1	828	638	1947
AP5Z1	272	171	612
MIR4656	0	0	0
RADIL	0	0	1
PAPOLB	0	0	0
MMD2	0	0	0
RNF216P1	193	159	551
RBAK	275	293	851
ZNF890P	0	0	0
WIPI2	905	650	2331
SLC29A4	18	12	72
TNRC18	1321	1076	3158
FBXL18	625	468	1669
MIR589	0	0	0
ACTB	44417	37261	122945
FSCN1	2857	1837	6238
RNF216	444	367	1085
RNF216-IT1	0	0	0
ZNF815P	21	13	63
OCM	0	0	0
CCZ1	60	57	192
RSPH10B2	0	0	0
RSPH10B	0	0	0
PMS2	281	299	845
AIMP2	290	256	846
EIF2AK1	1547	1623	4739
ANKRD61	2	3	7
USP42	218	204	597
CYTH3	566	492	1404
FAM220A	98	85	224
RAC1	2326	2411	7273
DAGLB	367	315	1021
KDELR2	1613	1796	5106
GRID2IP	3	3	11
ZDHHC4	187	170	510
C7orf26	83	74	258
ZNF853	0	3	2
ZNF12	177	188	419
PMS2CL	71	78	141
CCZ1B	159	193	586
LOC100131257	0	1	0
C1GALT1	321	338	979
COL28A1	4	2	4
MIOS	262	293	813
RPA3	69	82	264
GLCCI1	77	61	220
ICA1	172	146	500
NXPH1	0	0	0
PER4	0	0	0
NDUFA4	645	777	2332
PHF14	457	588	1477
THSD7A	6	2	2
TMEM106B	236	226	663
VWDE	31	18	60
SCIN	3	3	21
ARL4A	88	111	249
ETV1	9	11	18
DGKB	1	1	0
AGMO	10	2	9
MEOX2	0	0	0
ISPD	9	8	34
SOSTDC1	0	0	0
LRRC72	0	0	0
ANKMY2	69	102	312
BZW2	443	454	1478
TSPAN13	215	249	568
AGR2	385	404	1109
AGR3	0	0	0
AHR	1526	1527	4141
SNX13	266	205	637
PRPS1L1	0	0	0
HDAC9	382	392	1009
TWIST1	39	27	106
FERD3L	0	0	0
TWISTNB	243	219	625
MIR3146	0	0	0
TMEM196	0	0	0
MACC1	1054	1107	3455
MACC1-AS1	0	0	0
ITGB8	439	450	1225
ABCB5	0	0	0
SP8	0	1	3
RPL23P8	0	0	0
SP4	25	17	41
DNAH11	98	86	272
CDCA7L	167	220	652
RAPGEF5	52	66	171
STEAP1B	4	7	27
LOC100506178	8	16	68
IL6	155	156	394
TOMM7	1054	1118	3768
SNORD93	3	1	2
FAM126A	494	551	1564
KLHL7	154	148	505
NUPL2	190	158	531
GPNMB	1140	1239	2788
MALSU1	72	86	249
IGF2BP3	357	323	1047
RPS2P32	2	1	5
TRA2A	810	945	2795
CCDC126	17	21	47
FAM221A	5	7	15
STK31	0	0	1
NPY	0	0	0
MPP6	86	94	246
OSBPL3	982	1052	3088
CYCS	885	1001	3250
C7orf31	37	30	76
NPVF	0	0	0
MIR148A	0	0	0
NFE2L3	221	258	643
HNRNPA2B1	12213	14211	39562
CBX3	1375	1318	3600
SNX10	19	28	42
LOC441204	0	0	0
KIAA0087	0	0	0
C7orf71	0	0	0
SKAP2	448	334	1304
HOXA1	110	84	253
HOTAIRM1	213	245	542
HOXA2	5	1	9
HOXA3	26	22	86
HOXA4	29	33	127
HOXA-AS3	0	0	0
HOXA5	1	4	12
HOXA6	0	0	0
HOXA7	2	1	0
HOXA10-HOXA9	0	0	0
HOXA9	0	0	0
MIR196B	0	0	0
HOXA10	0	1	0
HOXA11	2	2	2
HOXA11-AS	0	0	2
HOXA13	0	0	0
HOTTIP	0	0	0
EVX1	0	0	0
HIBADH	343	332	1052
TAX1BP1	1803	1698	4731
JAZF1	54	60	175
JAZF1-AS1	0	0	0
CREB5	41	40	107
TRIL	0	0	0
LOC100506497	0	0	0
CPVL	2	5	20
CHN2	0	1	4
PRR15	27	17	58
LOC646762	47	39	150
MIR550A3	0	0	0
ZNRF2P2	0	0	0
DPY19L2P3	1	0	0
WIPF3	8	6	21
SCRN1	1779	1952	5595
FKBP14	383	370	1150
PLEKHA8	263	273	825
ZNRF2	157	164	408
MIR550A1	0	0	0
MIR550B1	0	0	0
DKFZP586I1420	62	80	197
NOD1	74	72	211
GGCT	633	615	1609
GARS	2604	2995	8629
CRHR2	0	0	0
INMT	0	0	0
AQP1	1	0	4
GHRHR	0	0	0
ADCYAP1R1	0	1	0
NEUROD6	0	0	0
PPP1R17	0	0	0
PDE1C	0	0	0
LOC100130673	0	3	1
LSM5	111	106	330
AVL9	203	208	661
DPY19L1P1	2	1	1
ZNRF2P1	0	3	0
MIR550A2	0	0	0
MIR550B2	0	0	0
KBTBD2	327	377	1153
RP9P	28	36	98
FKBP9	1415	1531	4434
RP9	160	140	477
BBS9	93	115	322
BMPER	5	9	22
NPSR1-AS1	2	0	1
NPSR1	0	0	0
DPY19L1	131	163	343
DPY19L2P1	0	0	0
TBX20	0	0	0
LOC401324	0	0	0
HERPUD2	444	479	1496
sep-07	1912	2266	6024
EEPD1	24	8	80
KIAA0895	75	73	253
ANLN	677	811	2187
AOAH	0	0	0
