X	Control_49604	Control_49605	Control_49606	Control_49607	Control_49608
EPB41L4A	31.1	17.2	59.1	12.1	97.3
EPB41L4A	2.4	4.5	3.3	8.4	14.3
LINS1	25	62.4	29.8	14	65.1
MCTP1	10.4	7.3	56.5	91	5.3
SLC35F5	18.8	5.5	3.2	7.7	3.5
GAN	12.5	2.2	20.6	52.9	4.6
DNAI1	6.7	18.8	6.6	58.4	12.4
PRSS50	8.9	72.9	52.2	14.1	95.9
FBXL12	225.1	219.5	191.2	276.4	203.3
NIPAL2	101.3	144.5	129.1	117	111.9
CCDC169-SOHLH2	53.6	10.4	43.4	84.8	52.6
LTB4R2	5.9	71.1	82.8	15.3	19.4
FXYD7	38.8	90.5	74.9	111.5	98.5
CLEC2D	65	68.7	70.9	81.7	104.2
ODAM	20.9	5.2	2.5	104.5	23.5
EVA1B	33.9	20.2	89	20.4	90.8
SLC7A9	183.7	117.9	128.2	251.5	166.7
CRYBA2	2.4	9.9	5.7	12.7	8
LOC101928274	78.2	50.6	28.6	74.3	106
HAND1	101.7	112.3	123.2	129.3	159.1
DNMT3L	6	8.7	5	35.5	4.2
SNX11	19.8	47	50.6	22.7	144.9
C11orf63	77.7	38.6	16.4	87.4	27.3
HAPLN2	19.6	29.9	15.6	73	85.8
LUC7L	87.6	129.2	60.7	12.2	76.6
ANKEF1	19.4	39.2	9.3	39	41.7
MAP9	3.1	6	4.1	13.4	2.7
TLR7	44	76.1	93.5	6	4
FAM60A	394.9	376.8	219	301.6	151.4
ALDH8A1	51.4	3	24.7	75.3	77.7
C2orf54	19.8	28	33.1	85	95.2
FAM184A	112.3	8.9	57.6	92.9	9.3
C19orf73	9.3	17.3	5.9	55	16.4
C10orf95	4.7	14.6	8	9.6	21.7
ENTPD7	55.6	23.8	15.6	29.7	127.3
DST	26.4	5.3	25.1	49.9	29.8
BRD9	56.8	37.5	24.7	66.5	58.8
EFCAB1	16.5	10.3	15.5	26.1	17.1
PLEKHA8P1	50.5	58.4	29.5	14.4	33.9
LGALS14	60.2	81.3	75.6	134.4	100.5
ABCA11P	81.9	29.9	12.1	106.8	62.1
KPTN	36.4	22	40	29.6	8.2
EPB41L4B	318.1	284.8	154.3	290.1	422.1
DNLZ	53.1	98.2	16.9	48.5	17.9
HR	50.2	83.2	78.5	94.2	93
FBXO40	63.9	87.4	17.2	38.1	19.1
INO80D	160.1	195.5	116.9	198.8	152.3
CNNM1	46.1	33.1	41.6	128.7	98.4
TP53TG3B	118	154.9	167.3	235.6	236.5
CASC1	26.9	42.3	9.8	45	70.1
TMEM156	12.8	7	8.8	20.8	30.3
FHL5	52	47.5	65	107.7	90.3
GPALPP1	34.2	6.1	3	34.1	36.4
DCAF17	38	6.8	50.9	33.2	14.5
BBOF1	172.4	128.4	104.2	196.8	64.8
LRRC8E	19	69	60.3	24.2	57.6
CBWD7	134.5	76.3	80.7	153	67.6
NUBPL	20.8	53	31.1	12.5	97.1
TMPRSS3	52.4	80	51.9	19.3	32
MFSD12	44.3	4.7	11.6	19.1	5.4
DPEP3	10.3	18.3	9.1	16.9	10
CCDC68	83.8	75.8	18.5	74.8	74.9
SLC30A5	99.8	188.6	171.5	217.4	205.5
SLC25A23	38.5	49.1	53	41.3	17.2
NUDT6	6	5.5	6.4	5.6	10.9
NANOG	24.7	8	17.4	12.6	10.2
SPTBN4	33.1	73.4	23.8	63.7	37.2
CDHR2	68.1	48.1	34.2	94.9	60.3
STEAP4	5.7	2.6	16.8	46.7	31
JPH3	21.4	14.4	17.3	83.3	2.8
MGAT4B	82.8	85.3	50.7	85.1	14.6
STON1-GTF2A1L	25.9	19.5	23.4	15.8	5
GKN1	29.9	9.9	39.5	27.9	6.7
SPDEF	9.4	13.4	18.3	27.3	117.7
SH3D21	41.3	81.5	37.8	77.6	29.3
NSUN7	62.2	50.5	29.6	105.8	71.9
MBD5	127.6	165.2	113.5	183.5	180.2
MUC16	34	11.8	8.9	4.1	59.4
ATP6V0A4	26	12	36.6	156.1	12.6
EIF5A2	30.3	53.5	29.5	51.7	25.4
AIDA	63.1	93.8	134.2	107.7	321.1
KMT5A	21	10	2.6	8.8	11.2
RC3H2	111	86.9	77.4	95.5	112.3
RC3H2	25.3	58.8	105.7	72.8	58
BMP8A	27.7	33.2	21.2	25.5	13.8
BMP8A	13.1	8	11.7	10.2	6.9
TPTE	18.3	15.5	37.4	88.6	39.7
ZMYM1	71	19.2	9.1	37.5	43.7
YIF1B	56.3	63.4	99	108.5	73.1
ADAMTS13	114.4	101	39.7	199.8	25.7
PYY2	9	6.1	18.9	18.3	18.4
CHRNA10	92.1	74.1	51.5	86.6	51.8
FLJ13224	3.9	2.4	6.2	12.9	8.9
THADA	51.7	13.6	13.6	7.5	11.8
TSHZ2	52.4	96.1	112.2	140.4	203
ZNF215	14.7	17.4	12.9	17.6	10.8
ZNF669	35	101.7	100.6	82	29.7
C8orf44	40.7	39.9	13.8	13.3	14.7
SPANXA2	38.8	45.4	82.3	95.8	93.3
SPATA6L	3.5	4.7	4.9	5.7	52.5
LRRC37A2	21.2	16.3	24.8	17.8	109.4
LRRC37A2	4	8.4	28.3	6.9	6
VPS13D	36.6	5.2	7	20.2	13.1
RBM12B-AS1	2.4	3.9	3.2	5.2	3.5
ATAD5	16	64.1	62.8	58.4	52.9
HAO1	7.4	46.8	14.9	57.2	16.8
IRX4	8.5	11.1	27.3	18.2	70.5
TRPM8	82.5	16.2	15.3	41.6	70.5
CDH4	120.1	123	15.4	107.9	126
AP4E1	17.4	68.9	53.5	90.1	59.9
AP4E1	6.8	2.4	2.4	6.5	11
CYB5R2	43.6	37.1	88.2	82.4	66.2
PPP1R17	58.3	79.2	69.8	70.1	82.3
SCD5	720.7	632.9	472.6	1043.7	616.7
FBXO17	7.4	5.8	10.3	12.1	20.9
CA8	28.4	9.4	28.7	58.4	7.5
LRIF1	25.8	65.4	27.1	63.7	80.4
PDPR	80.5	91.3	87.8	116.9	93.7
ATG3	20.7	83.3	34.1	8.6	23.9
KLHL7	35.1	13.7	5.6	25.2	5.5
KLHL7	52	60.4	39.4	85.7	3
TMCO3	33	47.6	10.1	34.3	32.2
TMCO3	2.5	33.4	27.8	3.3	3.2
ZNF701	47	107.7	79.7	63.8	143.2
ZBTB44	13.7	19.3	26.7	10.7	26.2
LINC00312	177.2	277.9	356.4	451.5	313.7
SLC45A2	76.9	15.4	131.4	86.4	29.3
CAMK1D	25.7	65.1	15.2	9.7	55.2
KNL1	27.9	61.1	3.6	20.1	68
NSFL1C	59.5	131.3	120.6	129.9	70
HYAL4	4.5	6.7	13.4	11.8	6.1
ZNF286A	34.1	119.3	72.4	139.2	26.5
DIEXF	82.7	108.1	126.2	136.6	140.9
CXorf21	71.6	69.1	154	78.2	152.2
LRP12	2	1.7	1.3	12.3	4.3
LRP12	2.3	2.2	24.1	27.9	10
FANCE	66.3	82	21.2	145	96.5
OXCT2	10.2	26.8	23.4	14.9	37.9
NXF2B	51.1	140.5	17	90.3	17.7
WRAP53	15.4	11.2	20.3	39.8	11.9
PLEKHH3	1.2	2.2	3	8.4	1.9
TBC1D19	23.4	23.1	23.9	28.2	33.8
ZDHHC4	73.4	126.6	65.4	74.5	78.8
DLK2	81.8	36.3	86.1	40.3	169.3
SMAD5-AS1	64.6	109	99.1	90.4	143.4
GPR107	85.9	60.2	69.1	159.4	114.3
GPR107	5.5	15.6	45.7	35.5	6.5
KLF4	64.2	31.3	144.8	75.5	120.5
KRT24	36.1	97.2	111	106.3	92.6
AAMDC	3.3	11.6	1	9.2	61.7
ZBBX	12.3	1.9	7.8	26.7	2.8
RNF17	29.1	10	33.8	61.6	94.9
EFCAB6	2.7	12.1	7.4	6.7	10
BNC2	102.7	136.6	122.6	247.5	127.9
IL17B	2.5	3.5	4.6	7.2	7.4
IQCA1	68.2	87.1	13.1	68.7	43.1
CUZD1	85.1	105.8	80.1	120.5	105.6
RERGL	43.1	18	55.9	10.1	92.1
CXXC4	32.5	80.3	41.2	91.3	12.4
KDM4D	9.4	6.6	2.9	6.1	9.2
TRIM17	5.6	11.3	44.6	5.1	63.8
ANKMY1	6.8	27.7	3.5	9.9	7.6
SLC12A1	2.9	1.2	30.1	33.8	10.6
RIC3	74.6	62.5	40.3	129.3	34
HHIPL2	113.2	146.3	141.2	100.2	125.3
DKKL1	4.2	8.6	11.3	15.3	67.4
ABHD17B	27.9	78.4	71.3	123.2	18.3
MTMR10	56.8	35.3	72.8	98	143.5
ADAMTS9	155	192.4	209.5	292.5	164.5
MYO15A	53.3	87.7	95.7	89.7	104.9
AIM1L	2.3	4	6.2	7.9	4.3
AIM1L	61.5	67.7	58.1	90.8	87.1
GDPD2	21.1	45.5	24.6	59.5	40.3
ZSCAN32	10.3	105.4	21.6	172.2	111.5
CATSPERB	40.2	18	46.7	71.1	35.2
KCNV1	1.4	1.8	7.3	7.1	4.2
DEPDC1	49.1	72.1	23.2	54.9	64.2
220296_at	20.5	18.3	21.9	23.1	85.8
BTBD7	9.3	11.7	25	16.2	7.6
SPATA6	49.3	53.1	2.8	8.4	11.3
SPATA6	82.7	38.6	71.1	71.4	55
RGS3	30.3	50.4	59.7	81.3	7.8
CCDC102B	16.5	29.8	32.4	11	3.9
MAK	5.3	12.5	5.1	57.2	17.6
PDZD3	14.4	39.2	12	16.8	15.8
CNGB3	72.4	105.1	141.1	37.6	212.2
MAVS	65.7	58.1	80	59.7	57.4
FAM46C	62.8	34.8	79.7	136.4	13.3
CD244	108.1	118.8	46.8	24.3	17.2
CFAP45	9	35.3	30.6	61.8	19.6
TTC22	6.2	45.9	8.7	14.9	21.2
TUBAL3	28.2	8.8	4.7	13.9	38.9
N6AMT1	8.6	7.7	3.7	6.9	9.3
FAM83E	5.9	9.3	5.4	10.4	5.6
GPR88	63.2	72.6	54.6	49.2	6.3
HSFX1	8.1	7.1	6.8	4.8	6.3
PARP11	38	18.2	21.5	14.8	11.2
NPAS3	53.7	17	8.5	67.7	53
LRAT	19.1	32.7	42.7	43.8	7.9
EPN3	11.6	11.2	9.3	4.5	9.7
MYLIP	40.2	42.1	72.6	59.4	104.4
DOK3	12	16.8	5.6	15.9	10.9
CCDC121	14.4	24.1	4.3	54.5	56.8
IL36G	20.8	68.3	107.3	89.4	35.8
CNTD2	254.7	226.4	232.9	271.4	289.1
LINC00472	25.7	46.2	21.5	11.3	15.7
TAF7L	30.3	42.7	25.3	47.1	59.5
ARHGEF40	75.4	242.3	66.1	138.3	153.9
VGLL3	339.9	62.1	80.1	46.9	162.2
PHC3	37.4	20.3	5.5	75.6	2.8
RMND1	49.7	64.6	55.7	105.4	80.1
SAMSN1	162.4	28.9	330.7	166	52
CYP46A1	13.8	7.1	44.5	49.7	20.4
CLDN16	10.8	10.9	10.1	9.9	7.1
PAQR5	5.1	12.1	8.7	14.7	5.1
RGS17	44.9	105	27.1	76.1	46.2
CES3	99.5	100.3	71.7	89.5	117.3
GP6	52.5	74	101.6	123.8	125.5
NGB	6.8	5.5	22.3	90.4	13.7
RALGPS2	30.6	82.5	27.8	35.3	62.2
TPSG1	68.3	11.4	25.5	12	12.9
GREB1L	55.4	130.9	45.4	107.5	131.4
C5orf45	62.3	83.7	34.5	92.8	98.3
EDEM3	29.3	55.2	9.3	53.5	55.9
PDE7B	31.6	60.7	6	5.7	67.9
C11orf16	18.1	17.4	13.8	22.8	25.6
LRRTM4	5.8	14.6	51	30.2	62.1
MTHFD2L	35.8	17	5.3	3.2	28.8
SMG6	86.1	90.9	76.8	111.2	23.5
KLHL29	22.4	31.9	8.1	73.9	55.4
ENGASE	117	19.8	73	128	34.5
ZNF235	4.6	9.1	15.5	26.9	12.5
ACKR4	76	9.8	56.6	64.2	6.5
FLJ42627	127.8	194.7	209.5	204.4	199.1
FAM86C1	7	6.4	29.1	14.2	10
MCF2L-AS1	8.2	12.1	5.6	6.1	4.3
PBRM1	99.1	185.6	181.7	162.5	218.4
CORIN	2.7	52.9	84.6	63	33.6
SGK2	92	90.3	66.6	98.7	103.3
BATF3	18.5	191	25.7	19	32.7
ARPP21	9.3	32.6	6.2	15.2	8.3
THAP9	4.1	7.9	4.1	3	8.2
IQCH	2.9	5	17.8	5.5	39.2
PSORS1C1	10.5	13.2	20.5	23.8	13.6
ELMO2	33.2	25.6	22.5	102.5	17
EPB41L4A-AS2	5.4	6.6	9.1	12	10.3
ALLC	2.6	6.1	5.7	21.1	5.2
ELSPBP1	139.1	30.8	120.7	224.3	110
SAP130	177.2	141.3	112.5	153.2	124.5
PPP4R3A	3.5	67.3	116.7	49.3	132.5
PPP4R3A	20.6	8.2	9.5	12	7.6
USP36	22.6	30.3	68.6	85.9	6.9
SLC12A9	88.1	191.3	175.6	143.7	172
DNAJC28	17.3	52.3	32.2	8.9	49
DCHS2	14.3	18.9	11.6	13.7	16.1
KLHL28	9.5	65.1	6.8	147	117.4
C5orf66	108	159.1	160.6	176	105.6
LRRC19	19	21.2	25.1	31.9	33.5
FAM30A	9	5.6	7.7	14.4	5
TCP11	77.8	53	45.3	72.9	56.9
FSCN3	65.9	174.8	87.3	204.9	123.6
DNASE2B	20.1	49.3	91.3	62.9	48.2
ARHGAP28	66.7	6	78.7	8.3	12.6
ARHGAP28	4.2	36.3	51	25.1	46.3
ABCG5	23.7	4	26	9.6	2.8
NME8	3.5	3	2.9	5.9	8.6
JPH2	2.8	12.6	10.3	7.7	5.4
EML4	62.3	86.7	19.3	58.6	116.9
HHLA3	7	2.5	3.8	9.5	20.3
FER1L4	10.4	47.5	41.4	6.6	39.6
CCDC81	26.2	12.6	4.3	43.3	25
AGBL2	60.7	50.4	39.4	88.4	31.3
ZBTB3	35.2	51.9	20.8	22	36.9
EBF2	9.6	20.4	61	20.7	57.1
LGSN	17.1	17.8	18	6.8	3.8
FGF20	5.3	9.4	49.4	17.1	31.1
DNAJA4	208.3	190	116.5	298.5	278.4
SLC35E3	13.9	63.5	61	32.6	28.9
MDM1	2.7	23.7	7.2	11.9	28.4
GNPTAB	49.9	174.3	91	187.2	108.2
LINC00115	3.3	3.4	6.5	2.7	13
VPS13B	34	46.8	7.1	70.2	3.7
FLJ21369	21.4	43.3	31.7	91.7	90.4
TP53AIP1	13	33.5	11.5	86.5	9.4
TP53AIP1	4.7	4.2	3.6	4.7	3.9
ADGRG3	90.1	124.3	92.2	144.3	61.3
SNTG1	29.6	125.4	86	123.4	112.2
TGFB2	46.1	85.9	10.7	107.9	87.9
TGFB2	46.6	76.8	89.9	92.5	30.7
SUPT20H	207.5	117.6	133.9	119.4	169.2
CAMSAP1	1.1	2.3	2.7	2.8	6.3
CAMSAP1	21.7	8.2	6.6	14.9	16.1
PODNL1	80.8	59.2	46.6	10.3	49.2
KCNK7	12.5	8.6	9	20	12
SLC39A2	155.5	128.2	63.1	107.2	73.1
CALML5	10.4	44	11.9	103.8	39.4
FPGT-TNNI3K	3.7	4.2	27.3	25	6.9
ATP8B4	50.8	66.9	29	63.2	144.5
THAP4	106.9	167.8	170.5	177.5	204.2
UBASH3A	6.8	11.6	15.8	44.6	12
USP25	316.6	234.6	281	201.7	363.4
LMAN1L	56.3	23.7	9.8	24.6	19.6
BTNL8	18.5	5.4	8.3	13.2	6.6
UBQLN3	38.4	63.5	63.9	82.5	98.3
PLA2G2D	10.8	11.2	11.3	12.1	11.4
NPHS2	4.2	21	5.4	11.7	70.5
ROPN1B	12.3	39.2	15.7	57.9	68.2
FNDC11	15	3.9	4.1	29.8	74.7
OBSCN	10.4	16.9	12	6.9	11.2
CD207	60.9	92.6	73.2	75.9	50.8
NDST3	17.5	75.6	53.6	76	39.2
FAM110D	69.5	33.8	46.9	28.5	23.8
TMPRSS11E	40.6	69.5	17.2	55.3	8.6
CYP39A1	44.5	1.4	1.1	5.6	3
PRRG3	22.2	12.7	10.5	81	63.1
COQ8B	11.1	9.7	10.3	11.8	4.9
SLC30A10	12.1	5.4	2.6	27	9.8
CNTNAP3P2	37.6	85.2	50.9	100.3	131.1
ANGPTL8	10	41.4	39.5	22.2	14.4
QPCTL	36	27	20.4	41.3	23.4
RIN3	56	74.5	60	173.6	96.4
LGALS13	59.5	84.1	90.3	16.6	20.3
DNAJC22	74.4	98.8	36	68.9	21
POC1B-GALNT4	47.7	11.6	37.7	70.7	7.1
VAX2	12.2	13.3	7.7	16.6	9.8
ZNF557	5.8	5.3	4.8	8.1	12.7
CSAG2	5.9	6	4.5	7.5	8.2
CHST4	89.1	117.9	50.9	74.8	152.4
HRH3	7.9	10.5	5.9	12.7	11.2
KCNK12	21.2	1.8	2.7	2.9	4.7
LINC01260	73.7	207.9	148.8	174.8	24.2
220450_at	9.1	9.9	23.1	27.6	16.3
BIRC7	89.3	58.2	80.6	137.1	44.8
220452_x_at	240.8	232	193.2	292.1	227.2
PQLC2	144.5	95.8	77.9	87	156.6
SEMA6A	40	123.3	60.7	66.7	83.2
SLC16A8	26.6	15.3	16.6	16.4	26.1
SPTLC3	3.4	24.3	4	8.2	66.6
SAMD4B	11.4	14.9	4.6	13.5	7.4
220458_at	11.5	50.7	21.7	64.4	40.1
MCM3AP-AS1	33.6	60.2	12.9	71	8
SLCO1C1	79.7	84	87.7	88	12.6
PCNX2	4.9	7.8	4.9	8.6	17.4
CSRNP3	4.2	8.6	8.3	21.1	68
TRPM3	128.3	149.5	94.7	162	176.2
MCF2L	14.2	61.1	44	57.6	14.1
CEBPA-AS1	170.5	260.9	170.2	208.8	197.9
CCDC15	41	107.2	48.4	126.1	79.9
220467_at	50.1	140.7	92.9	151.3	141.6
ARL14	8.5	3.4	22.6	21.1	5.2
COPE	4.5	7.1	13	10.7	58.6
BET1L	38.3	7.1	52.3	7	54.8
MYCT1	21.7	20.9	68.8	69.5	52.4
ZCCHC4	3	12.6	4.2	13.3	24.6
ZCCHC4	14.2	43.1	15.5	12	48.5
SLC25A21	18.1	56.6	27	9.3	56.5
SLC28A3	61.6	115.3	132.8	109	142.8
LOC101928718	9.6	19.5	11.8	22.3	24.1
TMEM230	60.4	146	129.7	135.1	263.8
APOL5	9.9	15.2	19.7	23.9	61.3
CPS1-IT1	8.1	21.1	13.3	40.4	8.8
HAND2	5	5.2	8.5	25	7.6
GPR75	6.4	12.1	7.3	59.5	34.7
SERGEF	5.7	40	33.4	9.2	59.5
RNF19A	1.9	15.2	16.5	5.1	62.2
MCOLN3	5.6	36.3	16	31.4	9.3
SIRPG	49.6	122	75.3	103.9	135.2
LOC101928589	156.6	138.6	138.7	214.2	108.1
SNTG2	2	3.6	3.5	5.6	5.6
BCAS3	60.2	52.6	105.8	27.2	71.6
SERINC2	32.1	48.5	41.4	18.1	4.9
SERINC2	35.9	4.6	8.3	75.3	9.9
HAMP	32.1	85.2	18.4	72.3	31.1
OTOF	6.4	7.6	3.4	5	4.9
DMRT1	43.8	78.4	50.7	14.5	6.8
220494_s_at	8.6	13	89.1	14.7	166.4
TXNDC15	273.9	198.1	240.6	186.3	71.4
CLEC1B	32.6	23.4	50.8	92.2	78.3
ZNF214	6.1	6.9	3.6	16	24.2
ACTL7B	5.1	12.4	8.9	25.6	29.6
FNDC8	25.1	14.3	7.8	11	13.5
RABL2A	69.2	60.2	57.6	39.9	84.1
ACTL7A	9.3	11.4	5.3	9.4	12.7
SLC13A1	21.2	33.3	7.8	18.1	50.5
SLC13A1	7.9	23	2.6	55.9	2.3
KERA	40.5	50.7	50.9	93.2	38.8
CDKN2A-AS1	10.5	6.2	8	9.8	5.4
GUCY1B2	10.3	9.1	10.1	12.5	14.6
UPB1	43.3	12.4	38.3	15.7	4.1
CCT8L2	4.2	10.5	9.3	8	19.7
RBM26	31.8	7.4	76.7	60.8	18.2
RHBG	8.5	31	11.8	26.5	13.8
DLC1	26.4	50.6	62.9	68.3	44.2
DLC1	45.4	54.8	48.6	95.5	67.4
KHDC1L	12.6	6.6	9.7	12.8	6.2
220514_at	7.4	9.9	18.2	17.5	6.7
DUSP21	5.9	10.5	9.3	72.4	15.9
ZSCAN2	3.2	6.3	7.6	10.7	3.9
VPS13C	57.1	67.4	89	65.2	83.2
ABI3BP	12.8	5.3	7.3	63.3	61.9
LIM2	32.4	73.9	17.5	138.1	16.5
NUP62CL	23.6	5	26.4	42.4	8.9
ATG16L1	10.3	4.7	2.7	47.2	13
CRB1	71.2	125	36.6	165.8	43.9
EFHC2	25.8	20.8	36.7	60.2	56.3
EPB41L4B	79.7	96.4	70.5	26.2	22.1
AUP1	78.2	109	88.6	22.8	24.3
MRPL20	341.1	181.1	123	157.9	126.6
MRPL20	5.3	3.4	27.1	8.7	5.3
VNN3	6.2	13.9	38.5	8.1	68.5
FLJ11710	30	88.8	71.1	25.1	41.4
220530_at	13.1	22.4	6.3	92.6	24.7
220531_at	5.2	6.3	5.5	10.3	7
TMEM176B	57.2	131.5	131.6	171.3	96.2
220533_at	14.4	62.8	66.2	97.9	59.2
LOC101930235	49.9	97.1	78.7	51.8	96.9
FAM90A1	5.6	8.7	11.6	20.8	18.7
VRTN	28.3	46.9	83.3	91.3	70.3
ASB12	71.5	108.1	47	63.4	94.8
ADM2	31.2	30	38.5	116.5	158.6
CFAP46	34.5	39.7	72.5	98	58.8
KCNK15	6.3	5.5	4.6	5.4	9
MMP26	52.3	62.3	33.9	130.8	8
BPIFA1	109.6	134.6	101.1	214.2	100.1
C21orf62	37.5	34.7	95.9	45	98.6
TSKS	21.6	73.8	70.9	71.3	48.3
TSKS	57.1	86.8	105.7	123.8	85.7
LOC101929115	12.3	11.3	7	7.7	8.8
FAM35A	601.7	625.8	531.5	536.4	388.8
PKDREJ	3.7	5.7	6.6	19.7	36.8
FSBP	3.8	2	25.8	6.5	24.8
FBXO4	17	37.6	8.4	22.7	26.9
SLC17A6	39.6	39	25.1	121.9	18.3
TRPC5	9.6	7.1	29.1	42.5	45.4
PRPF39	85.2	104.7	91.2	54.2	73.1
SLC22A7	37	40.7	103.5	74.9	32.9
PDZD7	82.9	145.7	112.9	41.7	34.4
ATP1B4	18.9	18	5.5	55.7	61.9
PACS1	12	4.8	21.3	12.2	11.9
TSPAN32	123.5	99.4	169	205.2	123.6
EN1	25.7	11.9	52.6	72.1	20.4
C11orf21	99.4	146	80.2	135.3	107.1
IGF2-AS	5.9	13.6	11	12.3	39.1
CYP2W1	52.3	20.1	101.8	53	10.4
SHANK1	41.8	50.1	27.5	12.2	9.9
RNLS	30.6	25.9	30.8	9.3	58.7
CCR10	20.8	44	41.4	65.6	63.9
PIK3R5	131.8	206	116	119.3	217.2
IKZF2	13.1	20.7	45.9	17.6	12.4
PRO1483	3.4	28.4	16	21.3	3.7
220569_at	48.6	30.1	57.2	101.5	16.4
RETN	9.9	10.5	35.4	20.9	75.8
PRDM11	18.3	94	11.5	139.8	14.4
LOC100506282	18	5.2	6	42.6	65.8
KLK14	15.6	20.6	29.2	21.4	35
SEMA6D	70.8	46.8	122.5	105.4	82.7
FAM106A	44.7	117.1	44.9	131.1	86.4
PGAP1	6.5	23	121.4	75.4	34.9
GVINP1	72	66.6	54.8	96.1	30.7
ADAMTSL4	63.6	111.2	71	177.1	128.6
220579_at	5.5	3.8	4.3	5.4	11.3
BICC1	79.8	87.9	94.6	114.4	43.7
CCDC170	18.3	49.5	72.1	13.4	13.3
220582_at	25.1	4.2	47.1	51.3	2.5
220583_at	7.5	8.7	16.6	27.3	17.3
PRR36	6.6	7.9	7.3	10.6	7.6
HKDC1	9.2	9.3	6.2	6.7	2.6
CHD9	29.7	39.2	13.5	27.9	61.5
MLST8	6.6	9.2	12.5	16.9	7.2
BCAS4	16.8	7.4	11.2	20	19.5
LOC100507424	10.6	5.3	4.6	6.1	8.5
ITFG2	5.3	7.9	44.6	11.7	17.3
EFHC2	45.2	65.3	64.1	92.1	98.4
CCDC40	65	99.7	80.9	143.9	88.7
CCDC40	2.9	36.2	30.4	9.7	72.5
OGT	16.2	15.2	38.4	32.2	80.7
PDZRN4	42.3	2.4	20.2	56.9	5.5
GPATCH4	80.1	140.9	44.2	196.3	106.6
ARL6IP4	92.9	95.9	75.8	131.8	72.8
CARD14	6.1	12.3	12.5	13.9	10.4
CARD14	87.2	48.5	70.8	81.8	89.5
ELP6	53.1	49.6	69.6	65.4	17.3
C16orf70	4	11.7	5.3	11.1	8.5
LOC101929479	53.5	11.8	10.4	53.6	58.7
MCTP2	117.1	75.9	74.4	185.9	100.7
FTCD	13.7	22.1	30.7	57.1	25.8
SIRT2	216.9	226.6	235.3	172.9	249.1
ADPRM	5.5	8.5	8.3	13.5	14.3
NELFCD	125.3	300	181.2	228.7	248.3
ZNF770	74.2	36.6	40.5	91.6	61.1
LOC202181	2.2	33.1	2.2	3.1	5.7
LRRFIP2	64.6	104.1	100.2	75.7	7.8
DAB1	5.7	42.2	6	8.7	40.5
220612_at	8.9	19.2	62.4	54.5	90
SYTL2	34.6	73	8.9	63.7	35.3
ADGB	48.8	39.6	12.8	61.7	22.3
FAR2	40.9	7.1	77.8	32.3	7.7
ZNF384	12.1	8.9	4.6	18.5	13.8
ZNF532	111.5	136.1	136.9	162.1	31.2
ZCWPW1	4.9	28.9	95.9	10.3	83.9
CHD7	2.1	9	3.9	47.6	54.8
CRCT1	5.9	9.9	34	94.9	27
FOXE3	9.5	13.1	24.9	18.5	13.5
LRRC31	4.9	8.9	9.5	60.8	10.3
TSGA10	22.9	31.5	10.1	43.5	56.9
ELF5	4.6	6.7	5.3	11.3	5.3
ELF5	41	52.6	24	62.9	57.7
SERPINA10	4.2	8.9	3.2	4.4	47.8
CST8	25.3	174.3	160.9	126.9	128.7
SDK2	32.8	11.8	30.6	15.7	16.4
KCNQ1DN	16.4	9.2	11.3	12.4	156.9
CHIA	46.6	44	78	60	21.5
OSGEPL1	11.2	68.7	16	12.7	126.7
POMT2	104.7	26.6	27.1	158.4	71.6
HP1BP3	8	11	13.7	12.5	19.1
TBX4	11.5	19.4	11.3	43.1	24.3
PSORS1C2	16.5	13.9	13.8	25.8	18.4
DNAI2	42.1	10.1	43.9	47.3	3.4
FAM124B	8.6	8.1	63.8	12	55.5
CBLC	3.7	5.7	4.3	5.4	5.1
TM4SF20	9.8	5	31.6	123.5	4.3
CSNK1G1	6.8	53.2	46.9	52.4	16.8
NOX5	26.4	83.6	60.1	126	30.6
GPR89A	81.1	116.8	89.4	122.4	136.6
FAIM	66	26.7	24.2	44.2	36.1
220644_at	4.2	24.9	29.7	120.3	20.8
NXPE4	17.3	15	16.3	22.4	18.7
KLRF1	66.8	44.8	48.2	122.4	44.8
COA4	125.4	78.9	148.3	87.2	109.7
ADARB2	8.2	10	18.3	16.3	15.4
AGBL3	4	1.4	3.1	6.9	6.1
SLC9A5	23.3	69.1	43.6	21.9	8.9
MCM10	7.4	12.9	64.6	8.9	7.1
KIF24	5.5	2.7	17.8	6.6	5.3
ZIM2	107.8	154.7	81.4	174.5	110.1
PPY2P	7	15.6	9.9	24.1	10.6
TNIP3	11.5	44.2	30.4	10.3	11.5
NAA16	7.1	1.2	0.7	0.5	2.6
KLHL11	3.5	41.1	7.1	68.7	62.7
ARNTL2	37.2	112.8	48.4	43.6	82
C7orf43	80.1	100.2	41.9	121.8	73
LINC00474	47.3	84.1	36.6	181.2	81.3
ZNF692	117	178.7	154.5	97.6	142.2
HEYL	9.8	35.5	25.9	21.4	69.6
IL1RAPL1	37.1	59.8	37.8	146.9	101.4
SPRR2C	3.3	5.4	4.3	7.3	6.4
LUZP4	122.2	51.4	74.2	48.7	126.2
220666_at	18.6	23	1.2	34.7	12.2
USP49	8.6	13	4.1	19.1	3.3
DNMT3B	13.5	21.8	11.8	78.9	19.8
OTUD4	40.8	44.8	2.6	60	17.5
220670_at	14.4	5.7	37.7	28.2	6.9
NOCT	95.2	104.8	138.6	187.8	107.2
PPP4R4	41.8	74.5	55.2	71	104.6
PPP4R4	2	2.5	5.5	6.8	3
