X	covid	covid2	control	control2						
IGLVI-42	0	0	0	0						
IGHV3-75	0	0	0	0						
AC079209.2	0	0	0	0						
AC090103.1	0	0	0	0						
AC004083.1	0	0	4	0						
SLC25A51P3	0	0	0	0						
AC106038.2	1	1	6	17						
AC104417.1	0	0	0	0						
MAPK6P5	0	0	0	0						
AC113414.1	1	1	2	1						
AC008708.2	1	0	2	0						
AC090095.1	0	0	0	0						
AC023632.3	0	0	0	0						
AC011365.3	2	0	1	0						
AC131281.2	0	0	0	0						
AF279873.4	0	0	0	0						
TPM3P3	0	0	0	0						
AC011676.3	0	1	1	0						
AC113191.1	3	13	14	7						
RPL7AP33	0	0	0	0						
AC068880.3	0	0	0	0						
AC015522.1	0	0	0	0						
IGHVII-33-1	0	0	0	0						
AC022034.4	0	1	0	0						
AC009686.1	0	0	3	2						
NPIPB11	43	41	102	112						
AC100797.1	2	2	0	0						
AC011773.1	4	5	10	18						
LINC02855	0	0	0	0						
LINC01485	0	0	0	0						
AC009901.2	0	0	0	0						
PRXL2AP2	1	0	4	1						
IGHVIII-11-1	0	0	0	0						
AC107952.1	0	0	0	0						
AC087439.2	0	0	0	0						
IGKV2D-18	0	0	0	0						
PCDHGB1	99	27	46	34						
AC023866.2	0	0	0	0						
AP003465.2	2	3	16	3						
BTF3P1	0	0	0	0						
LINC01933	0	2	0	0						
AC024681.2	0	0	0	0						
IGHV3-42	0	0	0	0						
FAM90A12P	0	0	1	0						
AC037459.3	9	3	6	10						
AC103760.1	8	45	10	25						
LINC02365	6	2	0	0						
AP003550.1	0	0	0	1						
AC021242.2	0	0	0	0						
AC100782.1	0	0	0	0						
AC002428.2	0	0	0	0						
IGLVI-20	0	0	0	0						
MTCO1P47	0	0	0	0						
AC100849.2	0	0	0	0						
PAICSP4	0	2	1	0						
PCDHGA3	1	8	4	47						
AC011377.1	0	0	0	0						
AC107953.1	0	0	0	0						
AC068189.1	0	0	0	0						
AC100871.2	0	0	0	0						
AC103770.1	0	0	0	0						
RPL7P20	0	0	0	0						
NACAP10	2	0	0	0						
AC012349.1	0	1	1	0						
AC060788.1	0	0	0	0						
RPSAP71	0	0	0	0						
AC087354.1	0	0	0	0						
AC015468.3	0	0	0	0						
AL451137.2	2	0	0	0						
AC022973.4	2	1	8	5						
IGKV3OR22-2	0	0	0	0						
AC100810.2	0	0	0	0						
PKIA-AS1	1	0	7	6						
RFPL4AP7	0	0	0	0						
ERHP1	0	0	0	0						
ANK3-DT	14	10	11	18						
AC087854.2	0	3	6	2						
AC018620.1	0	0	4	0						
TDGF1P5	0	0	0	0						
LINC00824	0	2	5	2						
AC009446.1	0	0	0	0						
AC107953.2	0	1	2	2						
IGHVII-1-1	0	0	0	0						
AC023632.4	0	0	0	0						
KRT8P3	116	107	57	88						
AC007991.4	0	0	0	0						
AC087672.2	0	0	1	3						
IGHV3-32	0	0	0	0						
AC124067.4	2	0	0	0						
AC011676.4	0	0	0	0						
IGKV2D-14	0	0	0	0						
AC026688.2	0	0	0	0						
IMPDH1P6	0	0	4	2						
AC008429.3	0	1	1	3						
AC091820.1	0	0	0	0						
AC008641.1	0	0	0	0						
LINC01944	0	0	0	0						
LINC01111	0	0	0	0						
AC087855.2	0	0	0	0						
AC037486.1	1	0	0	0						
MRPL9P1	0	0	0	0						
AC137579.2	0	0	0	0						
AP003692.1	0	0	0	0						
IGLVIV-59	0	0	0	0						
AC124290.3	0	0	0	0						
AC025755.1	0	0	0	0						
SNRPCP17	0	0	0	0						
MRPL57P7	0	0	0	0						
AC090821.3	0	0	0	0						
AC021915.2	0	0	0	0						
AC023632.5	0	2	0	2						
AC090820.1	0	0	0	0						
AC022973.5	0	0	0	0						
AC246817.2	0	0	0	1						
AP006245.2	0	0	0	0						
AC016813.2	0	0	0	0						
MIR151A	0	0	0	0						
AC018607.1	2	1	3	2						
IGHV7-27	0	0	0	0						
AC008429.4	0	0	0	0						
IGHVII-60-1	0	0	0	0						
AC104232.2	0	0	0	0						
CKS1BP7	0	0	0	0						
AF201337.1	34	38	17	6						
NDST1-AS1	0	0	2	4						
AC021355.1	0	0	0	0						
CDH12P1	2	2	9	4						
AC008694.2	0	0	0	0						
AC083967.1	2	2	1	2						
MAFA-AS1	0	0	3	1						
AC064802.1	0	0	0	0						
AC022784.5	0	0	3	2						
SNORD87	0	0	0	1						
AC022616.7	0	0	0	0						
AC091563.1	2	1	16	21						
LINC01288	0	0	0	0						
IGKV2D-23	0	0	0	0						
MTND1P6	0	1	0	2						
AC011131.1	0	0	0	0						
AC120036.3	2	0	1	1						
MIR2052HG	0	0	0	0						
AC091979.1	0	0	0	0						
ARL2BPP5	0	0	0	0						
AC100854.1	0	1	4	1						
IGLVI-68	0	0	0	0						
AC090200.1	0	0	0	0						
CYCSP22	0	0	0	0						
AC046195.2	0	0	0	0						
AC011726.3	0	0	0	0						
AC011379.2	1	3	16	22						
AP000424.2	0	0	0	0						
AC091820.2	0	0	0	0						
AC062004.1	0	0	0	0						
AC087269.1	0	3	1	2						
HOXA-AS3	0	2	24	12						
AC025871.2	0	0	0	0						
AC040914.1	0	0	0	1						
AC112191.2	3	3	26	11						
SOX5P1	0	0	0	0						
MIR124-2HG	0	0	0	0						
AC084734.1	0	2	0	0						
TUBB8P5	0	0	0	0						
AC048387.1	0	0	0	0						
MTND6P19	0	0	0	0						
MYL12AP1	1	0	1	0						
DUTP2	0	1	7	0						
RHPN1-AS1	44	64	44	66						
AC011363.1	0	0	0	0						
AC090539.2	0	0	0	0						
AC060765.2	0	0	0	0						
IGHV4-55	0	0	0	0						
AL355432.1	0	0	1	0						
AC132192.1	0	4	2	0						
AC055876.2	0	0	3	0						
GLYATL1P4	10	15	1	9						
AC091564.2	0	0	0	0						
LINC02752	0	0	0	1						
LRRC24	16	36	108	141						
OR10Y1P	0	0	0	0						
AP003306.1	0	0	0	0						
AP001994.1	0	0	0	0						
PHBP17	0	0	0	0						
OR4A1P	0	0	0	0						
AC087521.3	0	0	2	1						
AP002512.1	0	0	0	0						
AC118273.1	0	0	0	0						
CHKB-CPT1B	43	41	221	432						
SIGLEC14	0	0	0	0						
LINC02732	5	2	8	1						
LINC02584	0	0	0	0						
SPON1-AS1	0	0	0	0						
AL139349.1	3	1	1	3						
AP003086.1	0	0	0	4						
AP000942.2	35	0	0	33						
AC087203.1	0	0	0	0						
AP003733.2	0	0	0	0						
AC022690.1	0	0	0	0						
LINC02696	0	1	5	1						
AP003392.1	5	7	16	9						
AP001972.1	0	6	0	0						
OR6M3P	0	0	0	0						
AC084083.1	1	2	3	0						
AC113143.1	1	0	2	2						
AP001001.1	0	0	1	3						
AP006295.1	0	0	0	0						
AP000648.2	0	0	0	0						
AP003398.1	0	0	0	0						
LINC02683	1	0	0	0						
PBOV1	0	0	0	1						
AP001646.1	0	1	5	0						
AP000859.1	0	0	0	0						
AC068733.1	0	0	1	0						
AC022762.1	0	1	0	0						
HSPB2-C11orf52	0	8	0	0						
OR7E11P	2	13	19	52						
SF3A3P2	3	0	0	1						
ALG9-IT1	0	0	1	3						
CAPS2-AS1	0	1	0	1						
AP001107.2	0	0	0	0						
NAV2-AS2	0	6	11	12						
RCC2P6	1	1	0	2						
HIGD1AP10	0	0	0	1						
LINC02699	0	0	0	0						
OR5D2P	0	0	0	0						
AP001107.3	0	0	0	0						
AP002812.2	0	0	3	9						
AP002815.1	0	0	0	0						
AP001107.4	3	8	5	10						
PPIAP41	4	2	14	9						
OR4A3P	0	0	0	0						
THAP12P4	0	0	0	0						
OR4D10	0	0	0	0						
AP002765.1	0	0	0	0						
AC069287.1	0	0	0	0						
AP002495.1	44	69	48	65						
AP5B1	2214	2227	1454	1283						
AP001284.1	0	1	0	3						
OR4A49P	0	0	0	0						
AL354920.1	55	60	55	70						
OR2AT1P	0	0	0	0						
AP000640.1	11	6	25	25						
AP004609.4	0	0	0	0						
SLC25A1P1	2	0	0	0						
LINC02749	1	0	1	0						
PTP4A2P2	0	0	2	1						
AP003102.1	0	0	0	0						
SUGT1P4	1	1	0	0						
AP002336.1	1	4	5	2						
AC026191.1	20	11	2	21						
LINC02547	0	0	0	0						
AC130364.1	0	0	0	0						
AC007876.1	0	0	0	0						
MPPED2-AS1	0	0	0	0						
OR5M7P	0	0	0	0						
AC022832.1	0	0	0	0						
AP001328.1	0	0	0	0						
AP000487.2	0	0	0	1						
CBX3P8	0	0	0	0						
AC103681.1	0	0	0	0						
AC104042.1	0	0	0	0						
AC002056.2	0	0	0	0						
RANP3	0	1	0	0						
AP003068.1	13	4	9	4						
AP003097.1	0	2	0	0						
AC010319.1	2	4	10	2						
CHMP4A	1665	1705	1322	1367						
AP003080.1	0	14	7	0						
DEFB131E	0	0	0	0						
FBXO3-DT	0	0	0	0						
AP000866.3	0	0	0	2						
AP001107.5	2	1	0	0						
AP002802.1	0	0	0	0						
PHBP2	0	0	0	0						
AC103855.1	0	0	0	0						
AP001124.1	0	1	0	0						
LINC02760	0	0	0	0						
AC027369.2	0	0	0	0						
LINC02750	0	0	0	0						
AC044839.1	0	0	1	0						
SIGLEC12	0	0	0	0						
AP001767.1	0	0	0	0						
OR8I4P	0	0	0	0						
AC090791.1	0	0	0	0						
ENPP7P12	6	3	8	6						
AP000757.1	2	2	1	5						
MRGPRX7P	0	0	0	0						
LINC02755	1	2	0	0						
AP001816.1	124	135	59	72						
AL358944.1	0	2	0	0						
AF186192.1	0	0	1	0						
AP000776.1	0	0	0	0						
PABPC4L	37	34	30	54						
AL360181.3	396	481	707	442						
AL137161.1	0	0	0	0						
AC027018.1	1	0	4	2						
AC239804.1	0	5	7	24						
AC040936.1	0	0	0	0						
MRGPRX6P	0	0	0	0						
NAV2-AS3	0	0	3	8						
HSPD1P2	0	0	0	0						
PCNAP4	0	0	0	0						
AL354919.2	8	1	3	0						
MRGPRX13P	0	0	0	0						
AC036111.1	0	0	0	0						
AC105219.2	0	0	2	0						
OMP	7	0	4	0						
AP000873.3	0	0	0	0						
XIRP2-AS1	0	0	0	0						
AL033529.1	0	0	0	0						
AC080023.1	8	3	41	39						
AP003730.1	0	0	0	0						
AF131215.2	0	1	5	3						
AC091047.1	0	0	0	0						
AP005435.1	0	2	0	0						
AC069287.2	0	0	0	0						
BBOX1-AS1	24	38	65	29						
AP003393.1	0	0	2	0						
LINC01493	0	0	0	0						
AP002768.1	0	0	1	2						
AC100767.1	0	0	0	0						
MTND2P26	0	0	1	0						
AC087277.1	0	0	0	0						
UBTFL9	0	0	0	0						
AP003501.1	0	0	0	4						
AP002004.1	0	0	0	0						
AL358937.1	0	0	0	0						
GLULP3	1	0	0	0						
AP004550.1	0	0	0	0						
AC105219.3	0	0	0	0						
AC022039.1	0	0	0	0						
OR4C1P	0	0	0	0						
AC087276.2	0	2	1	8						
AC084125.1	0	0	0	0						
AC090720.1	0	0	0	0						
LINC02719	0	0	0	0						
AC068587.1	0	0	0	0						
PSMA2P1	0	0	0	2						
AC021269.1	0	0	0	0						
AL035078.1	0	0	0	0						
MAGEL2	0	26	25	42						
AC124301.1	0	0	0	0						
AP003066.1	0	0	0	4						
ETS1-AS1	0	0	0	0						
EIF4A2P3	2	2	3	5						
AP003396.2	0	0	0	1						
AP003532.1	0	0	0	0						
AC123788.1	0	0	0	0						
OR7E126P	0	0	15	0						
LINC02686	0	0	0	0						
AC084337.1	1	8	7	5						
AP002748.3	0	0	0	0						
CSNK2A3	5	26	13	13						
AP003715.1	0	0	0	0						
CYCSP26	0	0	0	0						
AP000662.1	1	3	0	2						
OR5M6P	0	0	0	0						
AP002336.2	4	3	8	6						
AP003555.1	0	0	0	0						
AC013714.1	0	0	1	0						
AP001783.1	1	5	0	0						
AC136443.1	0	0	0	3						
AC004923.1	13	9	9	24						
AP001000.1	7	31	18	12						
OR6M2P	0	0	0	0						
AP003068.2	389	332	172	141						
AC027031.2	100	140	171	166						
AP001775.1	0	0	0	0						
AP005435.2	0	0	0	0						
TMED10P1	0	1	7	5						
AC113192.1	0	0	0	0						
AL050327.1	0	0	0	0						
SETP16	0	0	0	0						
NAV2-AS4	0	0	0	0						
DEFB108E	0	0	0	0						
OR4R3P	0	0	0	0						
AF233439.2	0	0	0	0						
AP003100.1	0	0	0	0						
AL035078.2	0	0	0	0						
AP002370.1	0	0	0	0						
AP001922.2	0	0	0	0						
AP001372.1	0	0	0	0						
AP003119.1	1	2	0	0						
AL512590.2	2	0	0	0						
SMG1P6	0	0	24	14						
WAC-AS1	280	301	329	316						
ARMS2	0	0	0	0						
OR4A18P	0	0	0	0						
AP002884.1	0	0	0	0						
AC116021.1	8	5	2	7						
AC091564.3	0	0	0	1						
COX6CP5	0	0	0	0						
AC007751.1	0	0	0	0						
AC087379.1	0	5	0	4						
OR8B10P	0	0	0	0						
INS	0	0	0	0						
AP000911.1	0	3	4	0						
AP003086.2	0	1	0	1						
MTCYBP41	0	0	0	3						
AC018716.1	0	0	0	0						
AC024475.1	1	1	8	11						
LINC02685	0	0	0	0						
AP004607.1	0	0	0	0						
RTL1	0	2	17	8						
OR8J2	0	0	0	0						
LINC02715	0	0	0	0						
AP002512.2	0	0	0	0						
LINC02682	0	0	0	0						
AP000781.1	2	3	0	0						
OR4A11P	0	0	0	0						
AC103681.2	1	0	0	0						
AC091053.1	0	0	0	0						
AC023442.1	0	0	0	0						
AL135934.1	0	0	0	0						
RASSF10-DT	9	2	15	37						
AL136146.1	0	0	0	0						
AC110275.1	19	0	0	0						
OR4A42P	0	1	0	0						
AP003032.1	0	0	2	3						
AP000873.4	1	0	5	8						
OSBPL9P2	1	0	1	1						
AP005018.1	0	0	0	0						
AC079329.1	0	0	31	3						
PKD1P5	71	59	159	208						
AP002387.2	91	85	110	161						
SNRPCP6	0	0	0	0						
AP002803.1	0	0	0	0						
FPGT	1099	1191	824	932						
AL138812.1	0	0	0	0						
AC009646.2	0	0	0	0						
AC013549.3	0	1	2	3						
LINC02235	2	5	8	3						
AC233992.1	4	0	1	0						
AP002812.3	0	1	1	1						
AL136295.1	887	1259	540	740						
AC010768.1	0	1	1	0						
AP001893.1	0	1	2	0						
AC087379.2	0	0	0	0						
COPS8P3	0	0	0	0						
AP000893.2	0	0	0	0						
LINC02695	0	1	0	0						
DEFB131C	0	0	0	0						
AC138866.2	13	22	79	126						
AP002353.1	1	1	1	0						
SENCR	4	2	0	2						
AP002358.2	0	0	0	0						
AP000722.1	0	0	0	0						
AL512785.2	36	11	13	23						
AC104237.1	0	0	0	0						
AL139174.1	2	2	9	2						
IGLL5	0	0	0	0						
AP001970.1	0	0	1	0						
AC087280.1	0	8	3	0						
HNRNPA1P72	1	0	0	0						
OR7E154P	0	0	4	0						
GLYATL1P2	0	0	1	2						
AL157756.1	0	2	1	2						
AC080023.2	10	2	12	4						
MRGPRX10P	0	0	0	0						
AP000879.1	392	366	162	182						
FAM8A2P	0	0	0	0						
OR4A12P	0	0	0	0						
OR7E10P	0	0	0	0						
AC009643.1	0	0	0	0						
MEX3A	46	78	114	133						
PTP4A1P6	0	0	0	0						
AC027369.3	0	0	0	0						
AP002453.1	0	0	0	0						
AP003059.1	1	1	0	3						
AP001931.1	465	314	540	195						
AP001831.1	0	1	1	0						
AC107973.1	0	0	0	0						
HMGB1P42	0	0	0	0						
BRD9P1	0	0	0	0						
OR10G4	0	0	0	0						
MRGPRX11P	0	0	0	0						
AC137894.1	0	0	4	0						
AP003396.3	0	2	1	0						
AC067930.1	1	6	4	1						
OR10V3P	0	0	0	0						
AC084855.1	0	0	2	1						
AC103855.2	0	0	0	0						
MTND4LP18	0	0	0	0						
HNRNPCP8	0	0	0	0						
OR5BD1P	0	0	0	0						
CASP1P2	0	1	3	4						
TRIM64DP	0	0	0	0						
OR5M2P	0	0	0	0						
AC022690.2	0	0	0	0						
AC013799.1	0	0	0	0						
AP001189.2	0	0	0	0						
AP001107.6	0	8	0	10						
AC127526.1	0	0	1	0						
AP000889.1	0	0	0	0						
NAP1L1P1	1	0	8	4						
AC008750.1	0	0	0	0						
AP001107.7	0	0	0	0						
TRIM53CP	0	0	0	0						
AC011092.1	0	0	1	0						
OR2AL1P	0	0	0	0						
AC104009.1	0	0	0	0						
OR4A4P	0	0	0	0						
OR4D7P	0	0	0	0						
AP001893.2	0	0	0	0						
EEF1G	17481	18091	18532	23307						
AC021393.1	0	0	0	0						
AC084121.1	0	0	0	0						
AC022182.1	0	2	8	2						
EGLN1P1	12	7	55	34						
AC023232.1	0	0	0	0						
GVINP2	0	2	0	0						
AP003084.1	6	14	13	16						
LRRC6P1	0	0	0	0						
AP005435.3	0	0	0	0						
AP001636.1	0	0	0	0						
AP001825.1	0	0	0	0						
CKLF-CMTM1	71	56	40	44						
AC073172.1	0	0	0	0						
AP000842.1	0	0	0	1						
FAR1-IT1	0	1	0	1						
AP003716.1	0	0	0	0						
FDPSP4	2	0	6	0						
AP000676.1	0	0	0	0						
OR5AP1P	0	0	0	0						
AC134684.1	0	0	0	0						
TFAMP2	0	0	0	0						
SLC25A47P1	4	7	11	2						
AP006587.1	0	0	0	0						
AC084851.1	0	0	0	0						
AC022182.2	0	0	0	0						
AP004607.2	0	0	0	0						
AP006437.1	0	0	1	0						
SNRPCP14	0	0	0	0						
SYS1-DBNDD2	204	81	60	0						
OR10AK1P	0	0	0	0						
AP001189.3	0	0	0	0						
AP002001.1	0	0	0	0						
AC067930.2	0	0	2	3						
AC123777.1	0	0	0	0						
AP003031.3	0	0	2	0						
LMNTD2-AS1	81	81	853	1085						
AC090857.1	0	0	0	0						
AC107918.1	0	0	0	0						
AP004607.3	0	0	0	0						
ANO3-AS1	0	0	0	0						
AC107882.1	0	0	0	0						
AL136309.3	0	0	0	3						
AC023442.2	0	0	0	0						
LINC02727	0	0	0	0						
AP003461.1	0	0	0	0						
OR9G2P	0	0	0	0						
AP001922.3	0	2	2	1						
SLC22A18AS	17	30	40	31						
AP005597.1	0	0	0	0						
AP003032.2	0	0	17	0						
AP002428.1	0	0	0	0						
KRT18P58	0	0	0	0						
OR4A40P	0	0	0	0						
AP001893.3	0	0	0	0						
OR5M10	0	0	0	0						
RNF185-AS1	78	69	0	75						
AL035078.3	0	0	0	0						
AP001372.2	255	267	266	307						
GVINP1	0	3	2	7						
AF131215.3	0	0	0	0						
AC024405.2	0	0	0	0						
OR4V1P	0	0	0	0						
LINC02551	47	50	0	6						
XIAPP2	3	3	10	9						
AP000757.2	0	0	0	0						
AL355075.1	0	0	0	0						
AC009806.1	0	0	1	1						
OR5BN1P	0	0	0	0						
AC004923.2	0	0	0	0						
AP005018.2	0	0	0	0						
NPIPA2	41	47	23	63						
AP004247.1	0	0	0	0						
AP003390.1	4	9	5	3						
AP001107.8	0	0	2	10						
NDUFA3P2	0	0	0	0						
MRGPRX12P	0	0	0	0						
MPV17L2	1036	1123	312	324						
AC067930.3	4	11	6	19						
TMEM9B-AS1	41	51	207	206						
AC100768.1	0	0	0	0						
LGR4-AS1	5	5	6	7						
LINC02744	1	1	0	0						
AC107884.2	0	2	4	4						
AC100763.1	0	0	0	0						
DEFB109D	1	1	3	4						
AP006287.1	0	0	0	0						
ATP6V1G2-DDX39B	9	0	0	33						
AC024475.2	0	0	0	0						
LINC02688	11	7	17	29						
AP001267.1	20	17	171	107						
AP003171.1	0	0	0	0						
SUGT1P4-STRA6LP	19	12	41	49						
AP001636.2	0	0	0	0						
AC103794.1	0	0	0	0						
PTPRJ-AS1	0	0	7	6						
PKNOX2-AS1	0	0	0	0						
AP003385.2	1	0	0	0						
PRR13P2	5	1	13	20						
AP001547.1	0	0	2	1						
AC010247.1	0	0	0	7						
AP000827.1	0	0	0	0						
AC084121.2	0	0	2	0						
AP003049.1	0	0	0	0						
OR4A9P	0	0	0	0						
AP003396.4	0	0	0	0						
AC113404.3	42	37	5	4						
NAV2-AS1	2	0	9	0						
MTCO3P15	0	0	0	0						
OPCML-IT1	0	0	0	0						
AP003035.1	0	0	0	0						
AC087362.1	0	2	4	4						
AC091053.2	0	1	1	3						
BORCS8	765	767	496	436						
ANO1-AS1	14	0	0	0						
OR8L1P	0	0	0	0						
AP001318.1	3	0	0	5						
AC090707.1	0	0	1	0						
AC087276.3	2	3	5	1						
AP003392.2	0	0	0	0						
AC136475.2	7	7	37	28						
SCARNA9	3	1	35	40						
AC135983.4	0	0	21	0						
AC239802.1	0	0	0	0						
AC109810.1	0	0	0	0						
AP003168.1	0	0	0	0						
AP004607.4	0	0	0	0						
OR7E15P	0	0	0	0						
AC090692.1	0	0	0	0						
AC027369.4	0	0	0	0						
AC116456.1	0	0	0	0						
AC130366.1	0	0	6	7						
AP000867.2	0	0	0	0						
OR4C9P	0	0	0	0						
AP000445.2	0	0	0	0						
AC027779.1	0	0	0	0						
AP001372.3	7	0	0	0						
AL591684.2	139	141	294	277						
LINC02545	0	0	0	0						
MTATP6P15	0	0	0	0						
AP001007.1	0	0	0	0						
AP000785.1	1	0	0	0						
LINC00678	2	1	0	0						
AP002469.1	0	0	0	0						
AF131215.4	0	0	11	3						
AP000916.1	0	0	0	0						
AP002833.1	0	0	0	0						
AP003038.1	0	0	1	1						
OR4A19P	0	0	0	0						
AP000866.4	0	0	10	14						
AL355310.3	0	0	0	0						
AP003501.2	0	0	0	0						
ATP5PBP5	1	0	1	0						
LINC02751	0	0	0	0						
OR8K4P	0	0	0	0						
OR7E158P	0	0	2	0						
GNG5P3	0	0	0	0						
AC044810.2	11	13	41	26						
LINC02705	0	0	0	0						
AP001803.1	0	0	0	0						
SLC2A13P1	0	0	0	0						
AC111188.1	0	0	0	0						
INMT-MINDY4	14	0	9	26						
KIRREL3-AS2	0	0	0	0						
TUBB4BP4	0	0	0	0						
AP001972.2	0	0	0	0						
AP001458.1	0	0	0	0						
C1DP5	0	0	0	0						
AC103974.1	1	5	10	33						
LINC02763	0	0	0	2						
AP003122.2	0	0	0	0						
AP003498.2	0	0	0	0						
AC105219.4	5	10	44	27						
AP001372.4	0	0	2	0						
AP001189.4	0	0	0	0						
OR8B7P	0	0	0	0						
ALG1L9P	0	0	0	0						
AP000781.2	9	17	91	97						
AP002008.1	0	0	1	0						
AC025300.1	0	1	0	0						
FTLP6	0	0	1	0						
RSF1-IT2	0	0	0	0						
DPP3	8095	8118	2165	2322						
AP002989.1	0	0	0	0						
AP002498.1	18	19	47	43						
AP001999.1	0	0	0	0						
AP001781.1	1	0	0	0						
AC124276.1	11	5	0	1						
AP001582.1	0	0	0	0						
TRIM77BP	0	0	0	0						
STX16-NPEPL1	75	61	249	161						
ANKHD1-EIF4EBP3	275	601	253	348						
KRTAP5-9	7	0	0	0						
BRK1	6262	6364	4210	4453						
AC139103.1	0	0	0	0						
AC109635.2	0	0	0	0						
LINC02324	2	0	10	9						
CYCSP28	0	0	0	0						
AL133330.2	0	0	0	0						
AP003128.1	0	0	0	0						
ELOCP22	0	0	0	0						
LINC02489	11	21	43	63						
LINC02739	2	3	3	2						
UBTFL1	0	0	0	0						
AP001767.2	0	0	0	0						
AP004607.5	0	0	0	0						
OR5M1	0	0	0	0						
ARL6IP1P3	0	0	0	0						
AP000755.1	0	0	0	0						
AC107918.2	0	0	0	0						
AC022878.1	0	0	0	0						
OR5D15P	0	0	0	0						
AF131216.3	3	0	2	0						
AC093496.1	0	0	0	0						
AP000676.2	0	0	1	3						
AF228730.3	0	0	0	0						
AC136475.3	11	14	29	42						
AP000842.2	0	0	0	0						
AP003049.2	0	0	0	0						
AC110058.1	0	3	0	1						
OR8B5P	0	0	0	0						
AP002807.1	91	79	252	265						
TSPAN18-AS1	0	0	0	0						
SERPINA15P	0	0	0	0						
SDHCP4	4	5	5	1						
STRA6LP	13	117	60	82						
AC136443.2	12	10	3	0						
AP006287.2	2	3	0	5						
LINC02553	0	0	0	0						
MORF4L1P3	0	0	0	0						
AC103855.3	0	0	0	0						
AC109635.3	0	0	0	0						
NAV2-AS5	0	0	0	0						
AP000866.5	2	3	1	3						
AC069185.1	29	18	41	33						
HNRNPRP2	0	0	0	0						
OR8X1P	0	0	0	0						
AC067930.4	3	0	0	0						
BCAS2P1	0	0	0	0						
FAM66D	74	117	210	304						
OR4A44P	0	0	0	0						
AL020996.2	0	7	0	0						
MTND1P35	0	0	0	0						
AP003041.1	0	0	2	2						
PDCL2P2	0	0	0	0						
PPIAP43	2	0	3	0						
AC009656.1	2	0	0	0						
AP001318.2	10	12	10	8						
AP001646.2	0	0	1	0						
AP002001.2	0	0	0	0						
AC013549.4	0	0	0	0						
OSBPL9P3	0	0	1	0						
SAA2-SAA4	86	141	166	133						
PIGY	18	10	13	21						
ZFP91-CNTF	95	15	66	73						
AC018523.1	0	0	4	6						
CENPUP1	0	0	0	0						
AC084838.1	0	0	0	0						
OR4X7P	0	0	0	0						
OR4A6P	0	0	0	0						
LINC02704	0	0	0	0						
AP003168.2	1	0	5	2						
GRM5-AS1	0	0	6	1						
OR5AK1P	0	0	0	0						
AP003110.1	1	2	9	12						
AF186192.2	8	4	9	11						
AC024341.1	0	0	0	0						
AP001993.1	23	10	0	1						
AC013828.2	0	0	0	0						
AC136475.4	0	0	0	0						
AC087442.1	0	0	0	1						
AC010768.2	9	1	19	13						
AP002008.2	1	0	1	2						
AC090159.1	0	0	0	0						
OR1D4	0	0	0	0						
OR5B10P	0	0	0	0						
AP006259.1	0	0	0	0						
AC023245.2	0	0	0	0						
AP003119.2	0	2	20	20						
AC103843.1	0	0	0	0						
AP005436.2	0	0	1	0						
AC005324.4	5	6	24	27						
PTMAP15	0	0	1	1						
AC010768.3	0	0	0	0						
AC079089.2	0	0	0	0						
AP006621.1	14	2	4	1						
LINC02740	0	0	0	0						
AP005597.2	0	0	0	0						
AP006587.2	0	0	0	0						
CHMP1B	5764	5718	4238	4614						
OR4A48P	0	0	0	0						
AP003392.3	0	0	0	0						
AP002812.4	0	1	3	0						
SLC5A4P1	1	0	0	0						
LINC02546	0	0	0	0						
AP003306.2	0	0	1	0						
AP003385.3	0	0	1	0						
OVOL1-AS1	1	0	5	0						
CCDC84-DT	44	39	75	50						
AC068587.2	0	0	0	0						
MTND5P21	0	0	0	0						
AP003064.1	0	0	0	2						
AP003171.2	0	0	0	0						
HSPD1P3	0	1	0	0						
AP000880.1	2	2	2	9						
AC022874.1	0	0	0	0						
OR9L1P	0	0	2	0						
AC090138.1	0	0	0	0						
LINC02721	5	12	0	0						
OR8K2P	0	0	0	0						
AP002360.2	79	66	128	112						
AP001972.3	0	0	0	1						
GLTPP1	2	4	5	4						
AP000442.1	3	11	9	20						
OR5BN2P	0	0	0	0						
HNRNPA1P76	0	3	5	7						
AP006621.2	2	0	19	18						
AP000879.2	0	0	0	0						
AC025857.1	0	0	0	0						
STX17-AS1	13	36	89	58						
AP004247.2	0	0	0	0						
AP003385.4	12	9	7	11						
AC239802.2	0	0	0	2						
AP002963.1	0	0	0	0						
EID3	24	42	31	48						
GLYATL1B	0	2	0	0						
MSH5-SAPCD1	28	71	193	261						
TOLLIP-AS1	14	25	32	39						
HTD2	895	940	713	837						
AP004371.1	0	0	0	0						
RNY1P9	0	0	1	1						
DEFB130C	0	0	0	0						
AC131934.1	11	2	19	19						
AC026894.3	1	1	1	7						
AC009652.1	0	4	3	0						
AC113192.2	0	0	0	0						
AP004833.2	0	0	0	0						
HSPE1P18	0	0	0	0						
AF235103.1	0	0	0	0						
AC134775.1	0	1	1	0						
AC022616.8	0	0	1	0						
AC090857.2	0	0	0	0						
LINC02722	0	0	0	0						
AP003122.3	0	0	0	0						
LINC01499	0	0	0	0						
OR5AM1P	0	0	0	0						
AP003068.3	0	0	0	0						
AC107918.3	0	0	0	0						
LINC02759	0	0	0	0						
AP000941.1	0	0	0	0						
MUC5B-AS1	0	0	0	0						
LINC02720	0	0	0	0						
AC027804.1	0	0	0	0						
CCDC166	0	0	0	2						
AC084125.2	48	43	87	84						
